,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
1671,609 Stanford Ave,Redwood City,CA,94063,1438000,4,2.5,1960.0,5001.0,37.479490000000006,-122.208927
1672,3 Friendly Ct,Redwood City,CA,94063,1398000,4,2.0,1792.0,7000.0,37.483785,-122.18899099999999
1673,3187 Bay Rd,Redwood City,CA,94063,1149000,2,1.0,940.0,6098.0,37.481912,-122.198672
1674,3719 Hoover St,Redwood City,CA,94063,1150000,3,1.0,1250.0,6534.0,37.483934999999995,-122.185544
1675,928 Stambaugh St,Redwood City,CA,94063,1050000,3,1.0,1060.0,4800.0,37.481922,-122.21901899999999
1676,38 Broadway St,Redwood City,CA,94063,1198000,3,1.0,970.0,5998.0,37.484782,-122.197569
1677,787 Seventh Ave,Redwood City,CA,94063,1095000,2,1.0,970.0,5759.0,37.478833,-122.19836399999998
1678,246 Biarritz Ct,Redwood City,CA,94065,2248422,3,2.5,2019.0,6717.0,37.541481,-122.24434
1679,648 Spar Dr,Redwood City,CA,94065,1625000,3,2.0,1600.0,7370.0,37.522890000000004,-122.24881200000002
1680,459 Starboard Dr,Redwood City,CA,94065,1748000,3,2.5,1980.0,3990.0,37.530056,-122.254052
1681,257 Monaco Dr,Redwood City,CA,94065,2499942,4,3.0,2545.0,6464.0,37.541702,-122.242827
1682,563 Compass Cir,Redwood City,CA,94065,2748472,5,3.0,2880.0,6499.0,37.527758,-122.25083500000001
1683,641 Spar Dr,Redwood City,CA,94065,2298000,6,5.0,2748.0,7000.0,37.523314,-122.24861299999999
1766,2165 Higgins Canyon Rd,Half Moon Bay,CA,94019,4750000,6,4.5,4500.0,422967.6,37.441217,-122.39801200000001
1768,11650 San Mateo Rd,Half Moon Bay,CA,94019,2750000,3,2.0,9999.0,1267160.4,37.492657,-122.389679
1772,400 Irish Ridge Rd,Half Moon Bay,CA,94019,2950000,3,3.0,2250.0,1742400.0,37.405953000000004,-122.37616399999999
1794,2639 Higgins Canyon Rd,Half Moon Bay,CA,94019,1899000,4,2.5,2470.0,59241.6,37.438645,-122.39156899999999
1896,190 Almendral Ave,Atherton,CA,94027,22500000,6,7.5,11160.0,43560.0,37.453006,-122.214224
1897,1 Heritage Ct,Atherton,CA,94027,4799888,5,5.5,4293.0,21344.4,37.469346,-122.19248400000001
1898,302 Stevick Dr,Atherton,CA,94027,5500000,3,2.5,2320.0,43560.0,37.441265,-122.220404
1899,87 Patricia Dr,Atherton,CA,94027,19500000,5,6.5,6535.0,50094.0,37.461174,-122.21286599999999
1900,490 Walsh Rd,Atherton,CA,94027,7999000,5,4.5,4478.0,87120.0,37.425447999999996,-122.226056
1901,1 Holbrook Ln,Atherton,CA,94027,5500000,6,5.0,4235.0,13068.0,37.46971,-122.193321
1902,69 Tuscaloosa Ave,Atherton,CA,94027,26000000,5,8.5,11155.0,74487.6,37.458682,-122.204894
1904,118 Selby Ln,Atherton,CA,94027,14999000,6,7.5,15600.0,53578.8,37.461718,-122.218245
1905,226 Park Ln,Atherton,CA,94027,16988000,3,3.5,3520.0,62290.8,37.446345,-122.20245800000001
