id,name,host_name,neighbourhood,latitude,longitude,bedrooms,bathrooms,square_feet,property_type,room_type,guests_included,extra_people,minimum_nights,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,last_review,reviews_per_month,price,cleaning_fee,security_deposit,monthly_revenue
22525784,Large upstairs sunny queen room in Mission Terrace,Geoffrey,Mission Terrace,37.72339,-122.44015,1.0,1.0,,House,Private room,1,25.0,30,13,73,348,37,97.0,2019-09-21,1.73,80.0,20.0,0.0,1522.4
22532009,Twin peaks - JJ's Homes,Jinza,Twin Peaks,37.75177,-122.44983,2.0,1.0,,House,Entire home/apt,2,25.0,2,12,57,229,94,97.0,2019-09-24,4.68,285.0,125.0,500.0,14671.8
22534933,Standard Room in Victorian House - Russian Hill,Ejlam,Russian Hill,37.80069,-122.42398999999999,1.0,0.0,,House,Private room,1,0.0,30,6,66,66,1,60.0,2019-05-24,0.21,85.0,0.0,0.0,196.35
22536998,"Beautiful 2 bed, 2 bath flat Near Golden Gate Park",Vicky,Outer Sunset,37.760020000000004,-122.47668,2.0,2.0,,Townhouse,Entire home/apt,4,25.0,1,12,59,306,98,93.0,2019-10-12,4.72,230.0,95.0,500.0,11941.599999999999
22548614,"Airy private room in quiet home, Castro",Judy,The Castro,37.75731,-122.4333,1.0,1.0,,Apartment,Private room,1,0.0,1,3,13,30,153,99.0,2019-10-07,7.17,100.0,40.0,0.0,7887.0
22551985,Charming Mission Studio w/ Office,Landmark,Mission District,37.76403,-122.41848,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,25,85,175,4,100.0,2019-07-31,0.23,87.0,95.0,0.0,220.11
22554459,1887 Historic Bungalow,Stephanie,Cole Valley,37.7637,-122.45443,1.0,1.0,,House,Private room,2,50.0,2,21,73,163,74,98.0,2019-10-06,3.87,195.0,75.0,0.0,8301.15
22557170,Private room /full size bed and  shared bath.,Nika & Sergii,Nob Hill,37.793820000000004,-122.42159,1.0,0.0,,Serviced apartment,Private room,1,0.0,30,11,71,346,4,67.0,2019-08-17,0.19,65.0,0.0,0.0,135.85
22563498,Cozy King Bedroom & Shared Bath in Pacific Heights,Jenny,Nob Hill,37.79272,-122.42289,1.0,1.0,,Apartment,Private room,2,0.0,1,22,64,69,112,98.0,2019-09-25,5.39,185.0,0.0,0.0,10968.65
22565419,Fantastic location SOMA condo,Leslie,SoMa,37.779740000000004,-122.39768000000001,1.0,1.0,,Apartment,Entire home/apt,1,200.0,65,0,0,203,5,100.0,2019-08-17,0.27,135.0,250.0,150.0,400.95000000000005
22568473,Witchy Bohemian Victorian guest room in NOPA,Robin,Western Addition/NOPA,37.777029999999996,-122.44151000000001,1.0,1.0,,Apartment,Private room,1,50.0,2,8,22,22,10,100.0,2019-09-30,0.47,99.0,45.0,500.0,511.83
22569379,Bed w/ensuite bath in loft near Moscone Center,Tony,SoMa,37.77835,-122.4048,1.0,1.0,,Loft,Private room,1,0.0,1,0,0,0,11,100.0,2019-08-13,0.51,315.0,0.0,0.0,1767.15
22575652,❤️5 Min to Haight & GG Park. Breakfast Incl,Jessicca,Western Addition/NOPA,37.77202,-122.45111999999999,1.0,1.0,,Condominium,Private room,2,75.0,1,9,47,207,162,100.0,2019-10-10,8.09,115.0,25.0,0.0,10233.849999999999
22577863,3-UCSF-Golden gate park lovely spacious private rm,Lois,Inner Sunset,37.76507,-122.47301999999999,1.0,1.0,,Apartment,Private room,1,18.0,30,29,89,179,4,93.0,2019-10-02,0.23,62.0,50.0,300.0,156.86
22584903,The Hommie 1,Kim,Inner Sunset,37.74266,-122.46853999999999,1.0,1.0,,House,Private room,1,0.0,1,19,77,345,128,96.0,2019-10-05,5.98,90.0,10.0,0.0,5920.2
22586319,Cozy Guest Suite 1BA/1BR (B),Jean,Visitacion Valley,37.71397,-122.40826000000001,1.0,1.0,,Guest suite,Entire home/apt,2,20.0,1,8,48,48,191,92.0,2019-10-11,8.94,67.0,30.0,100.0,6588.779999999999
22587418,Modern oasis w/ king bed near Golden Gate Park,Minh-Khue,Richmond District,37.774190000000004,-122.47761000000001,1.0,1.5,,Condominium,Entire home/apt,1,0.0,2,3,3,3,2,100.0,2019-09-08,0.92,325.0,95.0,0.0,3289.0000000000005
22597536,Charming/Bright Top Floor Studio w/ Views,Landmark,Tenderloin,37.784259999999996,-122.41498999999999,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,29,89,179,1,100.0,2019-07-01,0.28,89.0,95.0,1000.0,274.12
22601496,Awesome private bedroom with private full bathroom,Jason,Richmond District,37.778929999999995,-122.50922,1.0,1.0,,House,Private room,1,0.0,30,0,23,113,16,99.0,2019-09-07,0.84,89.0,150.0,0.0,822.36
22608611,Private Room Close to Public Transit in Noe Valley,Ali,Noe Valley,37.748540000000006,-122.42655,1.0,1.0,,House,Private room,1,25.0,2,0,0,0,65,100.0,2019-09-23,4.16,129.0,0.0,350.0,5903.040000000001
22609372,Large One Bedroom on Buena Vista Park,Jan,Haight-Ashbury,37.76876,-122.443,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,0,255,2,90.0,2019-09-23,0.12,105.0,0.0,0.0,138.6
22619139,Spacious Luxury Garden Apartment (King Bed),Yuanxuan,Mission Terrace,37.725570000000005,-122.43806000000001,1.0,1.0,,Guest suite,Entire home/apt,2,0.0,1,6,60,60,96,96.0,2019-10-05,4.56,115.0,60.0,200.0,5768.4
22636987,Renovated Castro room with en-suite bathroom,Tim,The Castro,37.75908,-122.43123999999999,1.0,1.0,,House,Private room,1,40.0,3,11,14,14,44,100.0,2019-10-04,2.46,78.0,40.0,0.0,2110.68
22638675,Stunning bayviews - Roofdeck - Private Floor,Vikram,Visitacion Valley,37.718540000000004,-122.40297,2.0,2.0,,House,Private room,4,50.0,2,18,26,26,57,98.0,2019-09-29,2.99,200.0,120.0,200.0,6578.0
22653093,Bright Remodeled Studio in Downtown - VIEWS!,Landmark,Tenderloin,37.78492,-122.41636000000001,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,28,118,4,100.0,2019-08-30,0.22,87.0,95.0,0.0,210.54
22655239,3BED/1BA apartment next to Valencia Street,Bernat,Mission District,37.75516,-122.42302,3.0,1.5,,Apartment,Entire home/apt,1,0.0,30,29,89,364,3,93.0,2019-08-10,0.18,211.0,208.0,3000.0,417.78
22665446,Large & Bright 4BR Family Home in Bernal Heights,Virginia,Bernal Heights,37.74145,-122.41308000000001,4.0,3.5,,House,Entire home/apt,6,15.0,3,0,8,8,16,96.0,2019-08-16,0.77,448.0,225.0,250.0,3794.5600000000004
22669291,Have It All - Park Location & Convenient Amenities,Sheena,Mission District,37.75737,-122.42206000000002,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,28,88,88,1,100.0,2019-04-30,0.18,130.0,200.0,0.0,257.4
22669703,Sonder | Eighth Street | Sun-Filled 1BR + Gym,Sonder,SoMa,37.77765,-122.41363,1.0,1.0,,Apartment,Entire home/apt,2,5.0,30,0,0,256,2,100.0,2019-04-23,0.15,152.0,95.0,500.0,250.79999999999998
22671524,Cozy One Bedroom with Deck in Iconic Nob Hill,Sheena,Nob Hill,37.79095,-122.4082,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,28,88,88,2,100.0,2019-08-18,0.16,140.0,200.0,0.0,246.4
22671938,Double Bed Suite,Dario,SoMa,37.78637,-122.39526000000001,3.0,2.0,,Apartment,Private room,2,22.0,1,10,63,143,46,93.0,2019-10-09,2.3,249.0,120.0,0.0,6299.699999999999
22676805,Haight-Ashbury Studio apt#7 Wi-Fi. kitchen .W/D,Ahmed,Haight-Ashbury,37.77097,-122.44503,0.0,1.0,,Apartment,Entire home/apt,2,0.0,30,14,74,349,3,87.0,2019-05-31,0.24,87.0,150.0,0.0,229.67999999999998
22690547,Private Bedroom&Bath. Private Entrance. FREE wifi.,Salma Chantana,Parkside,37.74575,-122.48128,1.0,1.0,,House,Private room,2,20.0,3,11,67,342,29,98.0,2019-09-30,1.4,79.0,50.0,0.0,1216.6
22693303,"Sunset Room at Bliss, Shared bath",Faiz,Bayview,37.73113,-122.39079,1.0,1.0,,House,Private room,1,10.0,30,25,85,85,8,94.0,2019-09-15,0.39,54.0,100.0,100.0,231.66
22693396,"New York Room at Bliss, Shared bath",Faiz,Bayview,37.73113,-122.38811000000001,1.0,1.0,,House,Private room,1,10.0,30,0,32,32,8,91.0,2019-04-28,0.39,53.0,75.0,100.0,227.37
22705767,"Quiet, private sanctuary in great Mission 'hood!",Mark,Mission District,37.75725,-122.4093,1.0,1.5,,Loft,Private room,1,0.0,3,19,61,61,34,99.0,2019-09-28,1.62,175.0,50.0,0.0,3118.5
22706387,Modern Bernal / Mission 1 bedroom,Christina,Bernal Heights,37.740759999999995,-122.42226000000001,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,13,73,163,37,93.0,2019-09-02,2.0,235.0,100.0,500.0,5170.0
22718099,Alice & Michael's Airbnb 1-Bedroom Suite,Alice,Outer Sunset,37.75889,-122.49857,1.0,1.0,,House,Entire home/apt,2,50.0,3,4,42,275,121,98.0,2019-10-10,5.74,130.0,0.0,0.0,8208.2
22737945,Standard Room in Victorian House - Russian Hill,Ejlam,Russian Hill,37.802820000000004,-122.42322,1.0,1.0,,House,Private room,1,0.0,30,30,90,365,3,87.0,2019-08-03,0.19,109.0,100.0,0.0,227.80999999999997
22748621,"Perfect Apartment, Lots of natural light",Lynn,Hayes Valley,37.77255,-122.4239,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,54,329,1,100.0,2019-06-16,0.25,110.0,100.0,0.0,302.5
22754156,Victorian apartment in Potrero Hill/Mission,Nichole,Potrero Hill,37.75414,-122.40236999999999,2.0,1.5,,Apartment,Entire home/apt,4,20.0,1,0,10,95,21,96.0,2019-09-15,1.67,300.0,100.0,0.0,5510.999999999999
22754295,Sun filled Victorian flat in the Lower Haight,Elliot,Lower Haight,37.77223,-122.43598999999999,4.0,1.0,,Townhouse,Entire home/apt,1,0.0,4,0,0,0,10,96.0,2019-05-28,0.51,325.0,95.0,500.0,1823.25
22760692,Home by the beach with easy downtown access #1,Jezmond,Outer Sunset,37.74145,-122.50435,1.0,1.0,,House,Private room,2,60.0,1,0,0,0,13,95.0,2019-06-17,0.82,120.0,0.0,0.0,1082.3999999999999
22764131,Castro / Corona Heights Charmer with a View (3 bd),Bryan,The Castro,37.761829999999996,-122.4413,3.0,2.0,,Apartment,Entire home/apt,1,0.0,3,16,49,60,33,99.0,2019-08-17,1.72,499.0,150.0,0.0,9441.08
22768632,"New, modern and private Cole Valley Jr 1 bed",Blythe,Cole Valley,37.76608,-122.44779,0.0,1.0,,Guest suite,Entire home/apt,1,0.0,30,4,46,321,5,100.0,2019-09-17,0.85,100.0,0.0,0.0,935.0
22776071,Aubrys By The Bay- San Francisco,Aimee,South Beach,37.78555,-122.39245,0.0,1.0,,Condominium,Entire home/apt,1,0.0,3,3,17,134,5,100.0,2019-09-21,2.5,184.0,150.0,500.0,5060.0
22793232,Economic Unit at the Center of Everything,Jan,Telegraph Hill,37.799859999999995,-122.40798000000001,4.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,3,130,2,70.0,2019-08-12,0.14,165.0,0.0,0.0,254.1
22800066,Charming Edwardian Castro District 1BR Apartment,Adelheid,The Castro,37.76125,-122.43156,1.0,1.0,,Apartment,Entire home/apt,2,0.0,30,15,17,244,7,100.0,2019-05-01,0.4,110.0,150.0,1000.0,484.00000000000006
22812395,Private In-Law 2br Apt in Great Location,Marie,Ingleside,37.72955,-122.47126999999999,2.0,1.0,,Apartment,Entire home/apt,2,25.0,2,19,66,66,52,99.0,2019-10-06,3.24,150.0,50.0,200.0,5346.0
22814781,Beautiful Room in a Noe Valley Home at a Prime Location,Nick,Noe Valley,37.75356,-122.43699,1.0,1.0,,Apartment,Private room,1,0.0,2,2,8,8,30,99.0,2019-07-23,1.5,275.0,0.0,0.0,4537.5
22817022,S F Victorian mid Town 1,Sam,Western Addition/NOPA,37.78185,-122.43978999999999,1.0,1.0,,House,Private room,1,0.0,30,13,73,348,4,65.0,2019-08-30,0.2,50.0,0.0,0.0,110.00000000000001
22826843,★Golden Gate Park★Walk Out Balcony★Workstation★,Victor,Richmond District,37.784440000000004,-122.46301000000001,1.0,1.0,,Apartment,Private room,1,25.0,2,1,1,1,26,100.0,2019-05-02,1.95,150.0,30.0,150.0,3217.5
22827448,SF Designer Townhouse in Pacific Heights,J.J.,Japantown,37.78584,-122.43297,2.0,2.0,,Condominium,Entire home/apt,5,75.0,30,0,51,71,16,99.0,2019-09-29,0.84,395.0,150.0,5000.0,3649.8
22829352,Nice cozy room in the heart of San Francisco,George,Mission District,37.752340000000004,-122.41,1.0,1.0,,House,Private room,1,0.0,31,0,45,225,7,86.0,2019-09-24,0.5,55.0,50.0,150.0,302.5
22846194,Top floor in heart of the mission,Joseph,Mission District,37.76144,-122.42079,1.0,1.0,,Apartment,Private room,1,0.0,2,0,0,0,25,99.0,2019-07-20,1.27,140.0,100.0,0.0,1955.8000000000002
22852845,Bedroom & Bath in Newly Remodeled Victorian (1),Jacqueline,Hayes Valley,37.771840000000005,-122.43485,1.0,1.0,,Townhouse,Private room,2,75.0,2,16,44,44,40,93.0,2019-10-07,2.19,90.0,200.0,500.0,2168.1
22869439,"Spacious, Remodeled 3BR/2.5B Home w/ Free Parking",Mila,Inner Sunset,37.75289,-122.45707,3.0,2.5,,House,Entire home/apt,4,29.0,4,8,8,8,3,100.0,2019-08-30,0.83,399.0,200.0,1999.0,3642.8699999999994
22886185,"Spacious and Bright Apartment, great location!",Lynn,Hayes Valley,37.77272,-122.42513999999998,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,20,80,355,3,100.0,2019-08-19,0.24,110.0,100.0,0.0,290.4
22946806,Hi-Tech Flat steps from Haight & Golden Gate Park!,Gary,Cole Valley,37.767340000000004,-122.4484,1.0,1.0,,Condominium,Entire home/apt,1,0.0,3,0,0,0,13,100.0,2019-10-07,1.33,250.0,0.0,0.0,3657.5
22946959,Haight-Ashbury Studio apt#8 Wi-Fi kitchen W/D,Ahmed,Haight-Ashbury,37.7712,-122.44372,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,12,72,347,7,100.0,2019-08-18,0.42,90.0,150.0,0.0,415.8
22955166,Private Bedroom & Split Bathroom in Haight Ashbury,Anthony,Haight-Ashbury,37.77037,-122.44179,1.0,1.0,,House,Private room,1,0.0,3,29,33,33,2,100.0,2019-05-19,0.31,100.0,50.0,0.0,341.0
22959431,Master bedroom suite in Cole Valley/Haight St area,David,Haight-Ashbury,37.76766,-122.44731999999999,1.0,1.0,,House,Private room,2,20.0,3,0,0,60,33,99.0,2019-09-19,1.7,135.0,65.0,0.0,2524.5
22968438,Private room with access to deck and backyard,Shaun,Outer Sunset,37.74965,-122.48763000000001,1.0,2.0,,House,Private room,2,25.0,2,16,73,73,100,98.0,2019-10-11,4.97,74.0,35.0,250.0,4045.5799999999995
22970151,Artistic 1BR Apartment in Beautiful Russian Hill,Ceri,Russian Hill,37.79888,-122.42335,1.0,1.0,,Apartment,Entire home/apt,2,25.0,30,2,62,152,22,96.0,2019-08-24,1.07,350.0,130.0,400.0,4119.500000000001
22970266,1-UCSF-Golden Gate Park spacious private rm Enley,Lois,Inner Sunset,37.76413,-122.47061000000001,1.0,1.0,,Apartment,Private room,1,18.0,30,10,70,250,7,91.0,2019-09-27,0.43,58.0,55.0,300.0,274.34
22972614,Beautiful Family Friendly Noe Valley Victorian,Jennifer,Noe Valley,37.75122,-122.43763,3.0,3.0,,House,Entire home/apt,5,25.0,3,0,15,16,15,100.0,2019-09-25,0.98,575.0,150.0,500.0,6198.5
22986895,Chic SoMa Flat on Tree-Lined Street Opposite Park,Susannah,SoMa,37.77778,-122.40732,2.0,2.0,,Condominium,Entire home/apt,6,100.0,2,6,52,227,14,97.0,2019-08-30,0.88,800.0,200.0,350.0,7744.0
22989582,UCSF/GG Park Quality 20th/UCSF private Rm-Ladon,Ting Ting,Outer Sunset,37.76445,-122.47968,1.0,1.0,,Apartment,Private room,1,17.0,30,11,71,346,5,88.0,2019-09-09,0.27,52.0,45.0,0.0,154.44
22998690,"Inner Mission bedroom with skylights, private deck",Lu,Mission District,37.75781,-122.4237,1.0,1.0,,Apartment,Private room,1,0.0,1,0,0,0,52,100.0,2019-10-06,2.77,100.0,15.0,500.0,3047.0
23004848,Well Appointed Studio Next to Hilton SF,Landmark,Tenderloin,37.78409,-122.41038,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,42,132,3,80.0,2019-08-12,0.3,76.0,95.0,0.0,250.79999999999998
23022998,Bright Mission Walk-Up Studio!,Landmark,Mission District,37.75495,-122.41017,0.0,1.0,,Apartment,Entire home/apt,1,0.0,30,29,89,179,1,80.0,2019-09-15,1.0,91.0,95.0,0.0,1001.0
23025299,Comfy & Private Bath Guest Room 【A】$75/night,Rachel,Crocker Amazon,37.71165,-122.44971000000001,1.0,1.0,,House,Private room,2,0.0,1,8,50,317,155,97.0,2019-09-29,7.76,75.0,35.0,150.0,6402.0
23044309,Private Castro Suite,Noom,The Castro,37.757909999999995,-122.43806000000001,1.0,1.0,,Guest suite,Entire home/apt,2,20.0,1,2,5,5,184,99.0,2019-10-10,9.65,119.0,90.0,0.0,12631.85
23087617,3BR/2BA Remodeled Home in the ❤️ of The Castro!,Keith,The Castro,37.75963,-122.43398,3.0,2.0,,Townhouse,Entire home/apt,6,25.0,2,18,69,340,2,100.0,2019-10-07,0.16,900.0,354.0,2500.0,1584.0
23095049,Remodeled Master Suite in the ❤️ of The Castro,Keith,The Castro,37.75966,-122.43481000000001,1.0,2.0,,Other,Private room,2,50.0,1,19,76,76,42,97.0,2019-09-26,2.06,225.0,140.0,500.0,5098.5
23106047,"Charming Studio on a Beautiful Garden, Noe Valley",Jayme,Noe Valley,37.75207,-122.44148,0.0,1.0,,Guest suite,Entire home/apt,1,0.0,2,6,57,78,74,96.0,2019-10-12,3.68,130.0,125.0,0.0,5262.400000000001
23106655,Potrero Hill Sunset Retreat,Al,Potrero Hill,37.75437,-122.39896999999999,2.0,1.0,,House,Entire home/apt,2,20.0,30,16,16,194,15,96.0,2019-09-15,0.74,135.0,150.0,350.0,1098.9
23111807,Newly Remodel Nice & Cozy Private Master Rm,Steve,Crocker Amazon,37.70983,-122.45329,1.0,1.0,,House,Private room,1,20.0,5,28,88,178,42,98.0,2019-10-02,2.06,69.0,28.0,100.0,1563.54
23121061,Large & Bright Room in the ❤️ of The Castro,Keith,The Castro,37.761109999999995,-122.43431000000001,1.0,1.0,,Other,Private room,1,50.0,1,0,0,0,45,99.0,2019-10-12,2.21,175.0,115.0,500.0,4254.25
23122715,Sunny 1BR walking distance to Union Square,Zeus,Downtown,37.78778,-122.41503,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,60,335,1,100.0,2019-08-18,0.52,151.0,240.0,500.0,863.7200000000001
23147212,Beautiful Room in Outer Richmond!,Marcia,Richmond District,37.776540000000004,-122.50285,1.0,1.0,,House,Private room,1,0.0,1,11,62,308,157,96.0,2019-10-11,8.37,71.0,30.0,0.0,6536.969999999999
23147806,Roaring 20s original.  (1917 Classic SF home),Peter,Noe Valley,37.748329999999996,-122.42501000000001,1.0,1.0,,House,Private room,1,0.0,1,15,75,165,29,99.0,2019-10-07,1.67,98.0,45.0,0.0,1800.2599999999998
23150717,Live like you own Church street in SF,Roberto,Mission District,37.76443,-122.42766999999999,1.0,1.0,,Apartment,Entire home/apt,2,50.0,5,1,1,1,41,99.0,2019-09-28,2.08,180.0,80.0,150.0,4118.400000000001
23163677,AMAZING DESIGNER SHOWHOME - prime location!!,Heather,Downtown,37.787040000000005,-122.41632,2.0,2.0,,Apartment,Entire home/apt,1,20.0,1,12,50,50,54,94.0,2019-09-28,2.73,369.0,120.0,5000.0,11081.07
23165203,Gorgeous San Francisco View Home,Jessica,Pacific Heights,37.79518,-122.4385,3.0,3.5,,House,Entire home/apt,1,0.0,4,0,0,0,3,100.0,2019-08-19,0.21,750.0,250.0,3500.0,1732.5
23171836,Rm1 Sunny Room w/shared Bathrooms Near Bart 0.8mil,Sze,Daly City,37.70823,-122.45541000000001,1.0,2.0,,House,Private room,2,0.0,1,30,89,89,72,92.0,2019-09-22,3.69,55.0,35.0,100.0,2232.45
23173614,"Designer Space in Sunny, Walkable Mission District",Andy,Mission District,37.754129999999996,-122.41108,1.0,1.0,,Apartment,Private room,2,31.0,1,18,67,157,246,98.0,2019-10-05,12.02,100.0,0.0,0.0,13222.0
23181448,Richmond District Newly Renovated Home,Jared And Leah,Richmond District,37.77257,-122.48992,3.0,1.0,,House,Entire home/apt,1,0.0,2,0,2,2,13,100.0,2019-09-22,0.86,245.0,150.0,0.0,2317.7
23185870,Cute Home w/ Great Views of SF Rolling Hills,Mary,Bernal Heights,37.74522,-122.41283,1.0,1.0,,Apartment,Private room,1,20.0,2,13,64,64,71,97.0,2019-10-08,3.62,144.0,70.0,150.0,5734.08
23204343,Private Windsor Terrace Guest Suite,Alex,Inner Sunset,37.75805,-122.46573000000001,1.0,1.0,,Guest suite,Private room,1,0.0,30,29,89,179,3,100.0,2019-08-25,0.22,66.0,150.0,500.0,159.72
23205030,☀️ Modern ☀️ Sunny ☀️ Near Downtown ☀️ Deck & Yard,Ethan,Bayview,37.73055,-122.40189,2.0,2.0,,Guest suite,Entire home/apt,2,5.0,30,1,1,179,4,95.0,2019-09-24,0.49,185.0,100.0,500.0,997.15
23209264,"Relaxing and private, with views!",Linda,Bayview,37.731790000000004,-122.38738000000001,1.0,1.0,,Guest suite,Entire home/apt,2,40.0,3,7,23,23,135,96.0,2019-09-29,6.88,120.0,45.0,0.0,9081.599999999999
23215410,UCSF Studio-Golden Gate Park beautiful newly built,Lois,Inner Sunset,37.764309999999995,-122.47084,0.0,1.0,,Apartment,Entire home/apt,1,18.0,30,27,87,177,5,100.0,2019-08-31,0.36,83.0,60.0,400.0,328.68
23217998,Business Ready in the ❤️ of The Castro ❤️ W/D,Keith,The Castro,37.76103,-122.43501,1.0,1.0,,Other,Private room,1,15.0,1,22,71,158,47,97.0,2019-09-22,2.37,125.0,115.0,500.0,3258.75
23218751,Charming room in the Heart of San Francisco.,George,Mission District,37.75369,-122.41133,1.0,1.0,,House,Private room,1,0.0,31,0,18,198,6,100.0,2019-08-11,0.31,66.0,50.0,150.0,225.06
23222043,.Spacious Hayes Valley Apartment,Lynn,Hayes Valley,37.772059999999996,-122.42416999999999,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,13,73,348,4,100.0,2019-08-17,0.38,110.0,0.0,0.0,459.79999999999995
23223838,"Studio, en suite bath, garden view in Excelsior",Andria,Excelsior,37.72456,-122.42857,1.0,1.0,,House,Private room,1,0.0,1,16,42,42,31,99.0,2019-09-28,2.42,75.0,50.0,200.0,1996.4999999999998
23230950,Sunny Victorian in Haight,Gena And Jon,Haight-Ashbury,37.77169,-122.44215,2.0,1.0,,House,Private room,1,75.0,3,14,57,147,14,97.0,2019-10-06,0.75,200.0,125.0,300.0,1650.0
23235919,San Fran Gem / great location/ 3plus BR/ 2.5 Bath,Trish,Glen Park,37.73794,-122.43776000000001,3.0,2.5,,House,Entire home/apt,1,0.0,3,0,10,10,4,100.0,2019-08-09,0.26,400.0,200.0,0.0,1144.0000000000002
23236264,Gorgeous garden apt near Golden Gate Park,Tim And Lisa,Richmond District,37.777159999999995,-122.48921999999999,1.0,1.0,,Apartment,Entire home/apt,2,35.0,30,0,9,154,54,100.0,2019-06-01,2.76,120.0,150.0,200.0,3643.2
23240184,Comfy & Private Bath Guest Room 【B】$79/night,Rachel,Crocker Amazon,37.71177,-122.44998999999999,1.0,1.0,,House,Private room,2,0.0,1,23,66,318,129,98.0,2019-09-24,6.5,79.0,35.0,150.0,5648.5
23255383,Quiet & private master in the heart of Noe Valley,Paul,Noe Valley,37.75202,-122.43603,1.0,1.0,,Apartment,Private room,2,25.0,3,16,62,152,57,95.0,2019-09-25,3.14,150.0,40.0,0.0,5181.0
23257392,"Master Bed, ensuite bath. Heart of the Mission.",Anthony,Mission District,37.757459999999995,-122.41309,1.0,1.0,,Apartment,Private room,1,16.0,1,0,0,0,91,100.0,2019-10-09,4.74,122.0,44.0,0.0,6361.08
23258326,Live smart Live Cheap Live Comfortable DISCOUNT25%,Ronil,SoMa,37.76913,-122.40701999999999,1.0,1.0,,Apartment,Private room,2,0.0,1,17,52,52,121,89.0,2019-10-08,6.38,85.0,49.0,0.0,5965.299999999999
23269859,Stratford Hotel Room Queen,Stratford,Union Square,37.7863,-122.40881,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,3,87.0,2019-06-01,0.15,79.0,25.0,0.0,130.35
23271377,Stratford Hotel Room Queen,Stratford,Downtown,37.78725,-122.40858999999999,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,2,90.0,2019-05-30,0.41,79.0,25.0,0.0,356.28999999999996
23271459,Stratford Hotel Room Queen,Stratford,Downtown,37.78635,-122.40881,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,2,70.0,2019-05-23,0.38,79.0,25.0,0.0,330.21999999999997
23271549,Stratford Hotel Room Queen,Stratford,Downtown,37.78801,-122.40683,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,3,87.0,2019-09-06,0.15,79.0,25.0,0.0,130.35
23271702,Stratford Hotel Room Queen,Stratford,Downtown,37.786,-122.40836999999999,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,3,100.0,2019-09-06,0.16,79.0,25.0,0.0,139.04
23271975,Stratford Hotel Room Queen,Stratford,Downtown,37.787409999999994,-122.40878000000001,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,4,90.0,2019-06-30,0.2,79.0,25.0,0.0,173.8
23288262,Noe/Castro Sunny Modernism,Trish,The Castro,37.758109999999995,-122.43801,2.0,1.0,,Apartment,Entire home/apt,5,25.0,30,0,52,216,4,90.0,2019-09-08,0.21,156.0,150.0,500.0,360.36
23292785,Stratford Hotel Room Queen,Stratford,Union Square,37.78671,-122.40683999999999,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,7,80.0,2019-07-01,0.36,79.0,25.0,0.0,312.84
23293057,Stratford Hotel Room Queen,Stratford,Union Square,37.7876,-122.40754,0.0,1.0,,Boutique hotel,Hotel room,1,0.0,1,0,0,0,8,88.0,2019-09-04,0.42,79.0,25.0,0.0,364.98
23293099,Stratford Hotel Room Queen,Stratford,Union Square,37.786770000000004,-122.40898999999999,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,3,87.0,2019-09-06,0.16,79.0,25.0,0.0,139.04
23293404,Stratford Hotel Room Queen,Stratford,Union Square,37.78737,-122.40878000000001,0.0,1.0,,Boutique hotel,Private room,1,0.0,1,0,0,0,4,80.0,2019-09-05,0.2,79.0,25.0,0.0,173.8
23293773,2 Bedroom Townhouse in SOMA,Zeus,SoMa,37.77574,-122.39358999999999,2.0,3.0,,Townhouse,Entire home/apt,1,0.0,30,0,37,312,2,90.0,2019-09-07,0.88,240.0,380.0,500.0,2323.2
23293823,Modern Master Suite near Moscone Center & Tech Offices,Niels,SoMa,37.78109,-122.39708,1.0,1.0,,Apartment,Private room,1,75.0,6,19,67,67,65,100.0,2019-09-29,3.22,80.0,75.0,200.0,2833.6000000000004
23294064,1BR with Parking Close to Dolores Park,Zeus,The Castro,37.76085,-122.43031,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,18,78,353,1,100.0,2019-09-24,1.0,188.0,240.0,500.0,2068.0
