id,name,host_name,neighbourhood,latitude,longitude,bedrooms,bathrooms,square_feet,property_type,room_type,guests_included,extra_people,minimum_nights,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,last_review,reviews_per_month,price,cleaning_fee,security_deposit,monthly_revenue
71645,Bernal Heights Northslope Studio,Jeff,Bernal Heights,37.745779999999996,-122.40841,1.0,1.0,175.0,Guest suite,Private room,1,0.0,3,19,76,309,142,98.0,2019-10-06,3.22,109.0,60.0,0.0,3860.78
72365,Cozy loft in the center of SF. F1A,Eric,Western Addition/NOPA,37.77518,-122.43333999999999,0.0,1.0,,Apartment,Entire home/apt,4,7.0,30,0,51,257,97,91.0,2019-09-07,0.93,90.0,100.0,500.0,920.7
72444,Dorm Bed In Friendly Hostel Community #2,Darren & Friends,Financial District,37.79309,-122.40443,1.0,1.0,,Hostel,Shared room,1,45.0,1,4,43,43,395,94.0,2019-09-20,3.79,45.0,0.0,0.0,1876.05
72921,Wonderful private 1 bedroom apt. F6,Eric,Western Addition/NOPA,37.77588,-122.43143,1.0,1.0,,Apartment,Entire home/apt,2,6.0,30,0,11,286,52,89.0,2019-04-30,0.49,105.0,0.0,400.0,565.9499999999999
74451,Views of SF from a nice studio F5,Eric,Western Addition/NOPA,37.77388,-122.43298,0.0,1.0,,Apartment,Entire home/apt,2,5.0,30,0,42,317,19,96.0,2019-06-01,0.2,100.0,100.0,400.0,220.00000000000003
74758, Mission Outr Rustic Pvt Bedroom ,Maria,Excelsior,37.73137,-122.42532,1.0,1.0,,House,Private room,1,15.0,30,14,74,349,35,84.0,2019-08-10,0.34,37.0,35.0,150.0,138.38
75423,Mission Outr Big Precious Roomy Room,Maria,Excelsior,37.73048,-122.42493999999999,1.0,1.0,,House,Private room,1,15.0,30,0,15,290,35,88.0,2019-08-10,0.34,45.0,40.0,150.0,168.3
77175,Private Studio w/ Kitchenette &Bath,Tyler&Shoreh,Glen Park,37.73838,-122.43375,1.0,1.0,,House,Entire home/apt,2,0.0,3,5,59,149,381,98.0,2019-10-12,3.66,135.0,50.0,0.0,5435.1
77932,"FAB BDRM w/ PrvtBATH, Patio,Fridge",Maria,Excelsior,37.73134,-122.42456999999999,1.0,1.0,,House,Private room,1,15.0,30,0,21,296,23,82.0,2019-08-11,0.24,57.0,50.0,150.0,150.48
78651,Heart of the Mission: Hot spot,Jessica And Sebouh,Mission District,37.75615,-122.41927,1.0,2.0,,Apartment,Private room,1,0.0,30,24,73,206,91,95.0,2019-09-19,0.89,75.0,100.0,300.0,734.2500000000001
80394,Hideaway in the Haight,Abla,Haight-Ashbury,37.77065,-122.44252,1.0,1.0,,Apartment,Entire home/apt,2,20.0,30,8,16,106,22,98.0,2019-09-22,0.32,140.0,100.0,500.0,492.8
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,Brent,Western Addition/NOPA,37.784929999999996,-122.44618,1.0,1.0,,Condominium,Entire home/apt,2,10.0,30,0,15,164,16,94.0,2019-09-30,0.16,83.0,150.0,200.0,146.08
83257,Charming Lower Pac Hts Private Room,Kimberly,Western Addition/NOPA,37.78528,-122.44358000000001,1.0,1.0,,House,Private room,1,0.0,1,9,11,246,93,97.0,2019-10-09,0.91,90.0,55.0,300.0,900.9
83553,Sutro Garden View,Annette,Richmond District,37.77483,-122.50952,0.0,1.0,,Apartment,Entire home/apt,2,50.0,30,0,10,285,8,97.0,2019-05-27,0.08,85.0,155.0,0.0,74.8
84777,Upper Castro Studio,John,The Castro,37.75969,-122.44445,1.0,1.0,,Guest suite,Entire home/apt,1,15.0,5,7,44,44,251,95.0,2019-10-12,2.44,85.0,60.0,200.0,2281.4
87640,"Garden Room/En-suite, Private Entrance",Karin,Noe Valley,37.7455,-122.42898000000001,1.0,1.0,,Guest suite,Private room,1,0.0,2,5,12,12,352,99.0,2019-10-11,3.4,115.0,30.0,0.0,4301.0
96383,Prime Location Bright Private Room,Jay,Pacific Heights,37.79176,-122.42476,1.0,0.0,,Apartment,Private room,1,20.0,30,14,14,270,133,94.0,2019-07-31,1.3,59.0,70.0,0.0,843.7
99094,Spacious Edwardian Flat SF Mission,Marzio,Mission District,37.76809,-122.42438999999999,2.0,1.0,,Apartment,Entire home/apt,3,0.0,4,0,0,0,380,96.0,2019-10-12,20.99,185.0,100.0,300.0,42714.649999999994
100710,Stylish Living in Liberty Hill,Jonathan,Mission District,37.75629,-122.42518000000001,3.0,2.0,1500.0,Apartment,Entire home/apt,4,0.0,4,0,0,39,11,100.0,2019-07-08,0.11,450.0,0.0,0.0,544.5
102951,Monthly Shared Home for Students 2,Darren & Friends,Chinatown,37.792970000000004,-122.40664,1.0,2.5,,House,Shared room,1,0.0,30,0,0,192,6,97.0,2019-04-30,0.07,30.0,0.0,300.0,23.1
105497,Private Room in San Francisco!,Jamie,Outer Sunset,37.757540000000006,-122.49852,1.0,1.0,150.0,House,Private room,1,85.0,45,29,89,364,4,80.0,2019-08-16,0.16,85.0,85.0,500.0,149.6
106025,Gorgeous French Flat near Union Sq.,Annette,Tenderloin,37.78535,-122.41515,2.0,2.0,853.0,Apartment,Entire home/apt,2,100.0,30,8,68,68,60,99.0,2019-04-23,0.58,130.0,150.0,150.0,829.4
109883,San Francisco Serenity/ lovely home,Adam,Balboa Terrace,37.733270000000005,-122.46435,2.0,1.0,,Guest suite,Entire home/apt,2,40.0,2,18,70,345,359,94.0,2019-10-12,3.54,125.0,50.0,0.0,4867.5
110825,Charming Cottage with Bay View,Michael,Bayview,37.71549,-122.38922,2.0,1.0,800.0,House,Entire home/apt,2,10.0,30,0,42,317,9,94.0,2019-08-11,0.09,120.0,150.0,300.0,118.8
113211,Shelli's Student Home (1 Month Min),Shelli,Chinatown,37.79294,-122.40659,1.0,2.5,,House,Shared room,1,0.0,30,0,28,303,15,95.0,2019-08-18,0.17,30.0,0.0,300.0,56.1
114401,Room w/ a View in the Castro!,,The Castro,37.76102,-122.43005,1.0,1.0,,Condominium,Private room,1,50.0,1,15,48,323,569,97.0,2019-10-12,5.57,125.0,0.0,0.0,7658.75
115242,Tel Hill-1 Bdr (+sep Queen bed alcove) & Parking,Dawn,Telegraph Hill,37.80591,-122.4083,1.0,1.0,,Condominium,Entire home/apt,2,15.0,30,0,8,49,9,98.0,2019-09-30,0.09,125.0,135.0,1000.0,123.75
126046,SF Victorian With Skyline Views ,Ryan And Lindsea,Haight-Ashbury,37.76813,-122.44493999999999,3.0,1.0,,Apartment,Entire home/apt,5,0.0,30,0,26,301,82,97.0,2019-08-24,0.83,150.0,125.0,550.0,1369.4999999999998
128230,Castro Sanctuary,Maria,The Castro,37.75887,-122.43565,1.0,1.0,,Apartment,Entire home/apt,2,100.0,3,0,6,261,151,99.0,2019-09-23,1.49,328.0,120.0,700.0,5375.92
130805,"Hip, Cozy, Creative, Victorian",Sue,Mission District,37.75586,-122.42092,1.0,1.0,,Apartment,Entire home/apt,2,20.0,30,20,48,295,86,98.0,2019-09-07,0.85,97.0,100.0,0.0,906.9499999999999
132441,Calm Cool & Collected in Sunny Bernal Heights,Kurt,Bernal Heights,37.739740000000005,-122.42298999999998,1.0,1.0,,House,Private room,1,0.0,1,9,59,142,125,96.0,2019-09-27,1.23,69.0,45.0,0.0,933.5699999999999
134015,"Marina location, rooftop GGB views+ private deck!",Heidi,Marina,37.80356,-122.42589,2.0,1.0,,Condominium,Entire home/apt,4,100.0,4,0,4,4,72,97.0,2019-09-12,0.72,300.0,130.0,500.0,2376.0
137546,Bernal Heights Gem near SF Mission,Christopher Scott,Noe Valley,37.74708,-122.42456000000001,1.0,1.0,,House,Private room,2,200.0,30,0,11,30,233,97.0,2019-09-29,2.53,102.0,70.0,200.0,2838.66
138619,North Beach View & Garden 1BD/1BA,Matthew,Telegraph Hill,37.79835,-122.4042,1.0,1.0,,Apartment,Entire home/apt,2,50.0,30,30,81,356,67,93.0,2019-06-10,0.66,150.0,100.0,500.0,1089.0
138772,Garden Studio,Claire,The Castro,37.75823,-122.43273,1.0,1.0,,House,Private room,2,25.0,5,0,25,236,64,99.0,2019-07-12,0.64,150.0,50.0,0.0,1056.0
140568,Bernal Heights San Francisco Value,Mary,Bernal Heights,37.73874,-122.41623999999999,1.0,1.5,,Apartment,Private room,1,10.0,2,5,15,15,151,97.0,2019-09-04,1.5,90.0,35.0,300.0,1485.0
142177,"Stylish, Spacious and Quiet Flat!",Noreen,Richmond District,37.78471,-122.48125,2.0,1.0,,Condominium,Entire home/apt,4,25.0,4,7,30,50,186,98.0,2019-09-17,1.91,399.0,150.0,250.0,8382.99
148769,Ground Floor Studio with Garage Parking,Mark,Twin Peaks,37.75195,-122.44928,1.0,1.0,,Apartment,Entire home/apt,2,15.0,30,0,0,0,90,82.0,2019-10-01,1.87,115.0,75.0,200.0,2365.55
150347,Cute Private 2Br Apt in the Mission,Brian & Leah,Mission District,37.76202,-122.41876,2.0,1.0,,Apartment,Entire home/apt,4,20.0,30,10,10,283,119,94.0,2019-09-27,1.19,148.0,100.0,200.0,1937.32
150848,SF Urban Haven & Secret Garden,Nancy,Potrero Hill,37.762,-122.39391,1.0,1.0,,Townhouse,Private room,1,0.0,3,0,0,66,224,99.0,2019-09-24,2.27,75.0,30.0,200.0,1872.75
162934,Designer remodeled studio,Noelle,Richmond District,37.777609999999996,-122.50378,1.0,1.0,,Apartment,Entire home/apt,1,10.0,1,21,72,347,236,95.0,2019-09-30,2.35,149.0,110.0,0.0,3851.65
164207,"Quiet area by subway, private bath",Phil,West Portal,37.74159,-122.46578000000001,1.0,1.0,,House,Private room,1,19.0,5,13,56,146,355,97.0,2019-10-08,3.53,69.0,35.0,250.0,2679.27
166199,Castro Cottage w/ Secret Garden,Matt,The Castro,37.76194,-122.43238999999998,1.0,1.0,,Guesthouse,Entire home/apt,2,20.0,30,29,89,89,159,96.0,2019-07-08,1.61,220.0,80.0,800.0,3896.2000000000003
166771,DOWNEY STREET - Victorian Flat,Patti,Haight-Ashbury,37.76827,-122.44678,1.0,1.0,,Apartment,Entire home/apt,2,20.0,30,12,72,72,155,97.0,2019-09-29,1.56,185.0,250.0,1000.0,3174.6
175102,FIN. DIST: Mario's Studio Penthouse,Annette,Financial District,37.79076,-122.40403,0.0,1.0,,Apartment,Entire home/apt,2,50.0,30,6,51,326,50,94.0,2019-08-31,0.51,135.0,155.0,0.0,757.35
177137,Grant Avenue Apartment,Rick,Chinatown,37.79675,-122.40781000000001,2.0,1.0,500.0,Apartment,Entire home/apt,1,0.0,30,0,23,116,63,97.0,2019-09-01,0.63,135.0,75.0,0.0,935.55
183859,"Family-Friendly Flat In San Francisco, CA. USA",Stephen,Glen Park,37.736259999999994,-122.43677,2.0,1.0,750.0,Apartment,Entire home/apt,3,50.0,3,9,33,293,234,97.0,2019-10-11,2.6,220.0,90.0,500.0,6292.0
187730,Bohemian Rhapsody in the Mission,Jessica And Sebouh,Mission District,37.75757,-122.41938999999999,1.0,2.0,,Apartment,Private room,1,0.0,29,29,89,364,128,96.0,2019-08-05,1.29,75.0,85.0,300.0,1064.25
189068,Bernal Heights Live Like a Local,Mary,Bernal Heights,37.73856,-122.41686999999999,1.0,1.5,,Apartment,Private room,1,10.0,2,5,26,26,170,98.0,2019-09-04,1.71,90.0,35.0,300.0,1692.8999999999999
189894,SF  PRIME MARINA LOCATION RENTAL,Jacqueline,Marina,37.80318,-122.42976999999999,1.0,1.0,,Apartment,Entire home/apt,1,0.0,5,0,13,27,40,97.0,2019-09-30,0.46,150.0,90.0,200.0,759.0000000000001
191632,Private Entrance Garden Studio,Maria,Western Addition/NOPA,37.773109999999996,-122.44979,1.0,1.0,,Guest suite,Entire home/apt,2,0.0,2,10,57,237,469,97.0,2019-10-09,4.72,138.0,43.0,200.0,7164.959999999999
199480,One room overlooking Precita Park,Peter,Bernal Heights,37.74557,-122.41187,1.0,1.5,140.0,Apartment,Private room,1,20.0,6,0,0,0,198,99.0,2019-09-22,2.0,80.0,20.0,0.0,1760.0
201579,Renovated Historic Home,Eric,Alamo Square,37.77756,-122.43326,1.0,1.5,,Apartment,Entire home/apt,4,200.0,30,0,0,255,213,97.0,2019-05-18,2.15,136.0,99.0,1000.0,3216.3999999999996
206634,Monthly Shared Home for Students 4,Darren & Friends,Chinatown,37.79466,-122.40523,1.0,2.5,,House,Shared room,1,0.0,30,0,20,295,6,97.0,2019-05-11,0.06,30.0,0.0,300.0,19.799999999999997
207980,"3 Bdrm City View Home w/Parking, deck,",Bruce,Noe Valley,37.74446,-122.43776000000001,3.0,1.0,,House,Entire home/apt,6,25.0,2,7,24,197,374,96.0,2019-09-29,3.81,295.0,132.0,300.0,12363.45
208831,Virtually Your Own Apt in Nth Beach,Peter,North Beach,37.80242,-122.4144,1.0,1.0,,Guest suite,Entire home/apt,2,30.0,3,0,0,0,468,96.0,2019-10-06,4.77,165.0,60.0,200.0,8657.55
209514,Haight Ashbury Experience Room 2,Josh,Haight-Ashbury,37.77118,-122.44963,1.0,2.0,,House,Private room,1,7.0,1,13,65,340,463,93.0,2019-10-13,4.7,92.0,30.0,200.0,4756.400000000001
212265,"Sunny Condo in the Mission, San Francisco",Cynthia & Donald,Mission District,37.75551,-122.40881999999999,2.0,2.0,,Condominium,Entire home/apt,1,0.0,5,0,0,0,11,100.0,2019-04-29,0.99,178.0,250.0,2000.0,1938.42
212783,Haight Ashbury Experience Room 1,Josh,Haight-Ashbury,37.77108,-122.44941999999999,1.0,2.0,,House,Private room,2,30.0,1,11,58,333,430,91.0,2019-10-13,4.37,98.0,30.0,200.0,4710.86
213532,Haight Ashbury Experience Room 4,Josh,Haight-Ashbury,37.77085,-122.44811000000001,1.0,2.0,,House,Private room,1,7.0,1,7,43,308,476,89.0,2019-10-12,4.84,78.0,30.0,200.0,4152.719999999999
213854,Victorian Flat,Lex,The Castro,37.76146,-122.43817,3.0,2.0,1200.0,Apartment,Entire home/apt,4,25.0,30,29,89,179,38,96.0,2019-06-24,0.39,325.0,200.0,1000.0,1394.25
216064,AUMVersity Subodhi Room,Mukt,Mission Terrace,37.72652,-122.43468,1.0,2.0,,House,Private room,1,25.0,2,0,0,0,90,91.0,2019-10-11,15.25,75.0,25.0,100.0,12581.25
217106,Great Ashbury Studio in SF  #3,Eric,Haight-Ashbury,37.76468,-122.44523000000001,0.0,1.0,,Apartment,Entire home/apt,2,5.0,30,11,71,346,44,94.0,2019-08-17,0.45,110.0,100.0,400.0,544.5
220418,Haight Ashbury Experience Room 3,Josh,Haight-Ashbury,37.77042,-122.45018999999999,1.0,2.0,,House,Private room,1,7.0,1,11,56,331,423,89.0,2019-10-09,4.3,78.0,30.0,200.0,3689.3999999999996
221342,Penthouse Master Suite Panoramic View with Decks,Bill,Russian Hill,37.80281,-122.4154,1.0,2.5,,Condominium,Private room,1,50.0,2,3,35,35,200,95.0,2019-10-07,2.03,139.0,50.0,0.0,3103.87
224579,Beautiful luxury house w/ Deck,Armelle,Mission District,37.75632,-122.40478,1.0,1.0,,House,Entire home/apt,2,20.0,2,3,31,31,101,98.0,2019-10-07,1.03,145.0,105.0,500.0,1642.85
225933,Art lovers to the Duboce Triangle!,Marcia,Duboce Triangle,37.7684,-122.43086000000001,1.0,1.0,120.0,Apartment,Private room,2,0.0,3,0,0,41,191,96.0,2019-09-03,2.0,99.0,35.0,150.0,2178.0
226594,Beautiful Cole Valley/Haight Flat.,Steve,Haight-Ashbury,37.76968,-122.45193,1.0,0.5,,Apartment,Private room,1,30.0,1,17,73,348,105,99.0,2019-09-19,1.07,120.0,25.0,0.0,1412.4
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,LeighAnna,The Castro,37.75565,-122.44022,1.0,1.0,,Apartment,Entire home/apt,2,25.0,30,5,58,238,77,99.0,2019-09-30,0.8,250.0,250.0,500.0,2200.0
238190,Contemporary Penthouse with Two Beds and City View,Bill,Russian Hill,37.80301,-122.41581000000001,1.0,1.0,,Condominium,Private room,1,50.0,2,14,47,47,216,96.0,2019-10-05,2.22,99.0,40.0,0.0,2417.5800000000004
238204,Spacious SF Getaway Near The Ocean,"Jennifer, Maria , Andrew",Outer Sunset,37.74174,-122.50435,1.0,1.0,,Guest suite,Entire home/apt,2,25.0,3,13,67,330,203,95.0,2019-10-01,2.09,135.0,85.0,300.0,3103.6499999999996
241235,Dorm Bed In Friendly Hostel Community #4,Darren & Friends,Financial District,37.79271,-122.40383,1.0,0.0,,Hostel,Shared room,1,45.0,1,25,80,80,316,94.0,2019-09-28,3.25,45.0,0.0,0.0,1608.75
242008,One Bedroom SOMA apartment,Jake,SoMa,37.77499,-122.40635,1.0,1.0,800.0,Apartment,Entire home/apt,2,30.0,3,0,17,36,62,97.0,2019-09-02,0.78,160.0,65.0,500.0,1372.8
244361,North Beach Chinatown Apartment,Rick,Chinatown,37.795320000000004,-122.40863,2.0,1.0,,Apartment,Entire home/apt,1,0.0,30,7,26,142,72,97.0,2019-08-24,0.74,135.0,75.0,0.0,1098.9
252867,Potrero Hill Condo with View of Bay,Susi & Matt,Potrero Hill,37.75889,-122.39538999999999,3.0,1.0,,Condominium,Entire home/apt,4,25.0,6,0,10,110,23,98.0,2019-08-03,0.24,280.0,100.0,500.0,739.1999999999999
256148,Spacious Quiet Rm w/Private Ensuite Bath in Castro,Chris,The Castro,37.76188,-122.44215,1.0,1.0,,Condominium,Private room,1,20.0,1,18,71,161,592,98.0,2019-10-08,6.14,139.0,35.0,0.0,9388.06
256176,Private entrance bd/bath by GG Park,Eva,Richmond District,37.77579,-122.45504,1.0,1.0,,Guest suite,Private room,1,0.0,2,15,62,337,307,97.0,2019-10-13,3.19,100.0,40.0,100.0,3508.9999999999995
258873,Stay in the heart of North Beach!,Debbie,Telegraph Hill,37.80134,-122.40713999999998,1.0,1.0,,Apartment,Private room,1,0.0,2,5,32,292,365,88.0,2019-10-07,4.23,89.0,0.0,0.0,4141.17
269371,Delux Digs by Buena Vista Park,Matthew,The Castro,37.76294,-122.43973999999999,1.0,1.5,,Apartment,Private room,1,25.0,2,20,71,346,184,95.0,2019-10-07,1.92,115.0,50.0,350.0,2428.7999999999997
269463,Elegant Victorian Flat in Haight,Lawrence,Cole Valley,37.767109999999995,-122.45151000000001,1.0,1.0,,Apartment,Entire home/apt,2,100.0,2,0,20,20,122,95.0,2019-09-30,1.27,250.0,50.0,5000.0,3492.5
271602,Luxury Condo Downtown/ SoMa,Richard,SoMa,37.77899,-122.40506,1.0,1.0,,Condominium,Entire home/apt,2,15.0,30,8,68,313,102,98.0,2019-08-24,1.07,133.0,0.0,150.0,1565.41
273530,"Sunny Potrero Townhouse ""Nest""",Cathryn,Potrero Hill,37.75612,-122.39967,2.0,2.0,,Condominium,Entire home/apt,4,20.0,4,0,0,0,33,98.0,2019-04-27,0.46,325.0,150.0,500.0,1644.5000000000002
274334,Newly remodeled clean/private bath,Ashli,Outer Sunset,37.75346,-122.50358,1.0,1.0,,House,Private room,1,7.0,3,9,33,94,75,95.0,2019-09-26,0.79,89.0,0.0,0.0,773.4100000000001
276072,Bright rm/Mission (w/pinball),Gene X,Mission District,37.76833,-122.42591999999999,1.0,1.0,,Apartment,Private room,1,0.0,2,0,0,0,54,97.0,2019-09-28,0.62,97.0,19.0,0.0,661.5400000000001
277339,Comfortable and tranquil SF escape,"Natalie, Paige, Tennyson And Hannah",Mission Terrace,37.72681,-122.43418999999999,1.0,1.0,,Guest suite,Entire home/apt,1,0.0,3,0,0,0,354,97.0,2019-10-10,3.75,110.0,75.0,0.0,4537.5
279184,"Perfect family home, 3 BR in the Mission, backyard",Justin,Mission District,37.7529,-122.41553,3.0,2.0,,Apartment,Entire home/apt,4,0.0,3,0,0,0,13,97.0,2019-07-03,0.14,575.0,200.0,500.0,885.5
285499,Castro States Street View Penthouse,James,The Castro,37.762879999999996,-122.43815,2.0,2.0,,Condominium,Entire home/apt,1,0.0,30,24,84,359,3,100.0,2019-09-14,0.05,210.0,250.0,0.0,115.50000000000001
286311,Spacious Corona Heights flat with views,Evelyn,The Castro,37.76275,-122.44252,3.0,2.0,1900.0,Condominium,Entire home/apt,6,0.0,4,14,14,14,15,96.0,2019-07-05,0.36,475.0,300.0,1000.0,1881.0
287907,"Perfect Base ~ Public transit, Parking and Views",Adrian & Lupe,Glen Park,37.73225,-122.43614,2.0,2.0,,House,Entire home/apt,4,60.0,3,2,10,16,66,98.0,2019-07-19,0.71,300.0,180.0,600.0,2343.0
288213,Stylish Potrero Garden Flat for Two,Jared & Katherine,Dogpatch,37.75971,-122.38833000000001,1.0,1.0,,Apartment,Entire home/apt,2,300.0,2,5,22,277,185,98.0,2019-10-09,1.98,190.0,70.0,0.0,4138.2
295240,Garden Apartment Oasis with Lush Greenery and a Hot Tub,Kristoffer,The Castro,37.76267,-122.43919,1.0,1.0,,Apartment,Entire home/apt,1,0.0,2,4,37,231,161,98.0,2019-10-09,1.72,299.0,85.0,500.0,5657.079999999999
295565,SF BedRM 4,Maria,Excelsior,37.7303,-122.42464,1.0,1.0,,House,Private room,1,30.0,30,24,84,359,12,96.0,2019-07-31,0.13,30.0,30.0,150.0,42.900000000000006
306504,Quiet 1 Bedroom Condo With City Views - Castro/Noe,Michael,The Castro,37.75587,-122.43602,1.0,1.0,852.0,Apartment,Entire home/apt,1,0.0,5,9,14,14,5,100.0,2019-09-15,0.9,225.0,100.0,1000.0,2227.5
307837,"Lovely, garden studio apartment",Ellen,Noe Valley,37.75131,-122.43700000000001,1.0,1.0,,House,Entire home/apt,1,20.0,7,0,0,255,60,97.0,2019-09-29,0.67,159.0,50.0,0.0,1171.83
308885,North Beach Best Location and View,Arbe,Telegraph Hill,37.79954,-122.40678999999999,1.0,1.0,,Apartment,Entire home/apt,1,25.0,30,30,90,365,110,89.0,2019-08-16,1.27,125.0,75.0,0.0,1746.25
314248,Pacific Heights 3 bedroom home,Sarah,Pacific Heights,37.790259999999996,-122.4364,3.0,2.5,2.0,House,Entire home/apt,1,50.0,7,0,1,80,42,97.0,2019-07-28,0.58,325.0,0.0,0.0,2073.5
314368,2BR North Beach - Perfect for Business or Leisure,Jason,Telegraph Hill,37.80345,-122.40798000000001,2.0,1.0,1000.0,Condominium,Entire home/apt,2,50.0,1,0,11,98,36,99.0,2019-09-21,2.14,600.0,75.0,0.0,14124.000000000002
317121,Small but practical studio in SF,Eric,Haight-Ashbury,37.76641,-122.44667,0.0,1.0,,Apartment,Entire home/apt,2,20.0,30,0,0,39,28,94.0,2019-07-31,0.3,90.0,100.0,400.0,297.0
323635,Sleep in  HappyBudha Retreat Room,Mukt,Excelsior,37.72606,-122.43231999999999,1.0,0.5,,House,Private room,1,25.0,2,30,68,330,76,97.0,2019-10-06,0.84,48.0,35.0,100.0,443.52
325478,Spacious & artsy 2br Dolores Park flat,Markus,Mission District,37.76065,-122.42414,2.0,1.0,,Apartment,Entire home/apt,4,0.0,4,0,23,23,120,97.0,2019-09-30,1.29,365.0,120.0,200.0,5179.35
330736,Luxury Condo w/ Views & Whole Foods,Patriz,Potrero Hill,37.76592,-122.40628000000001,1.0,1.0,,House,Entire home/apt,2,100.0,3,9,58,329,67,99.0,2019-10-13,0.72,298.0,175.0,350.0,2360.16
334339,Castro Cottage: Room & Private Bath,Bruce,The Castro,37.76295,-122.44259,1.0,1.0,,Cottage,Private room,1,0.0,3,3,23,23,182,98.0,2019-10-04,2.09,99.0,50.0,250.0,2276.0099999999998
342420,Large Victorian House in Castro,Elizabeth,The Castro,37.76052,-122.42938999999998,4.0,2.0,2100.0,House,Entire home/apt,6,50.0,4,0,0,39,19,100.0,2019-08-20,0.34,595.0,225.0,500.0,2225.3
344621,Charming Bungalow on the Sunnyside,Patricia,Sunnyside,37.728359999999995,-122.44797,1.0,1.0,,House,Private room,2,20.0,1,14,30,305,32,97.0,2019-10-07,0.36,95.0,50.0,0.0,376.2
348580,Lovely view condo near BART/Mission,Mark,Bernal Heights,37.742709999999995,-122.41955,1.0,1.0,,Condominium,Entire home/apt,2,35.0,2,0,2,2,33,94.0,2019-07-07,0.36,160.0,70.0,400.0,633.6
348714,Elegant Queen Ann Victorian,George,Western Addition/NOPA,37.773070000000004,-122.44293,1.0,1.0,,Guest suite,Entire home/apt,2,15.0,3,6,51,62,356,96.0,2019-10-04,3.9,190.0,90.0,1000.0,8151.0
350479,BEDROOM (((REAR: Oct. 28--->))),Ken,Mission District,37.75711,-122.40963,1.0,1.0,,House,Private room,1,50.0,30,16,76,351,40,96.0,2019-05-25,0.46,83.0,60.0,1700.0,419.98
351881,Castro Classic Victorian w/ Views,Katie And Chris,The Castro,37.76174,-122.44339,1.0,1.0,,Apartment,Private room,1,0.0,2,16,70,345,375,97.0,2019-10-05,4.06,125.0,40.0,0.0,5582.5
351978,Mission Outr BedRmD1+Fridge+Patio,Maria,Excelsior,37.73019,-122.42317,1.0,1.0,,House,Private room,1,15.0,30,0,8,283,26,83.0,2019-09-14,0.28,45.0,35.0,150.0,138.6
352165,In-Law Bedroom in Castro Victorian,Brian,The Castro,37.75813,-122.4355,1.0,1.0,360.0,Apartment,Entire home/apt,1,0.0,2,0,0,0,212,90.0,2019-09-26,3.13,115.0,80.0,300.0,3959.45
353292,"Mid-Century Modern Flat, Central Locale",Tim,Duboce Triangle,37.77093,-122.42823,1.0,1.0,,Condominium,Private room,1,40.0,4,9,54,329,13,100.0,2019-09-15,0.14,90.0,60.0,500.0,138.6
364397,Garden Lovers @Heart of the Castro,Geoff,The Castro,37.7586,-122.43332,1.0,1.5,,Apartment,Private room,2,0.0,2,0,0,0,94,96.0,2019-10-12,1.05,95.0,75.0,0.0,1097.25
374997,Castro View Whole Top flr Apartment,Katie And Chris,The Castro,37.76055,-122.44221,3.0,1.0,,Apartment,Entire home/apt,1,0.0,3,19,74,164,37,94.0,2019-08-17,0.46,549.0,75.0,250.0,2777.94
377569,Cozy room in the Mission,Alessandra,Mission District,37.75131,-122.40795,1.0,1.0,,House,Private room,1,0.0,3,5,19,269,106,91.0,2019-09-16,1.17,70.0,35.0,0.0,900.9
379255,Beautiful 4-bdrm in San Francisco,Clare,Haight-Ashbury,37.765879999999996,-122.44281000000001,4.0,3.5,,House,Entire home/apt,8,100.0,5,0,6,21,13,98.0,2019-08-29,0.15,672.0,200.0,750.0,1108.8
379349,Best location in San Francisco,Miriam,Haight-Ashbury,37.76648,-122.44542,1.0,1.0,,Guest suite,Entire home/apt,2,0.0,3,8,42,304,271,93.0,2019-10-09,3.04,130.0,50.0,100.0,4347.2
379418,3Br/2Bath Mid century home in Bernal Heights,Sandrine,Bernal Heights,37.745870000000004,-122.41626000000001,3.0,2.5,,House,Entire home/apt,1,0.0,4,0,6,6,13,96.0,2019-08-21,0.15,390.0,190.0,600.0,643.5
381217,Stylish Spacious Bernal Dwelling,Christopher Scott,Bernal Heights,37.74498,-122.41927,1.0,1.0,,House,Private room,2,200.0,3,17,35,240,180,97.0,2019-10-05,1.98,102.0,70.0,200.0,2221.56
392543,Serene 1 Bedroom Garden Unit in Sunny Potrero,Robert,Potrero Hill,37.761959999999995,-122.39411000000001,1.0,1.0,,Guest suite,Entire home/apt,2,0.0,4,22,76,351,122,97.0,2019-08-23,1.46,250.0,80.0,300.0,4014.9999999999995
394575,Grand and Cozy 1920's SF Studio,Mike & Nic,Bernal Heights,37.74248,-122.41068999999999,0.0,1.0,500.0,Apartment,Entire home/apt,2,15.0,6,1,23,276,383,96.0,2019-09-11,4.21,149.0,0.0,300.0,6900.1900000000005
400433,"Stylish Mission Condo, steps to Dolores Park",Tracy,Mission District,37.76016,-122.42265,2.0,2.0,,Apartment,Entire home/apt,4,50.0,2,0,11,23,27,100.0,2019-07-29,0.35,355.0,150.0,800.0,1366.7499999999998
