,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
2,"
                  20380 E Acampo Rd,
                  ",Clements,CA,95227,"$499,000",3,2.5,"2,791",10.06,38.174497,-121.067892
3,"
                  24601 E Ranchero Rd,
                  ",Clements,CA,95227,"$530,000",2,2,"1,772",3.0,38.245635,-121.013813
4,"
                  21620 N Clements Rd,
                  ",Clements,CA,95227,"$469,000",3,1,"1,544",2.9,38.183049,-121.077635
5,"
                  18445 E Almond,
                  ",Clements,CA,95227,"$299,000",3,2,"1,120","7,396",38.188138,-121.090928
6,"
                  18401 E State Route 88 Hwy,
                  ",Clements,CA,95227,"$219,000",2,1,802,"6,081",38.189308,-121.092374
7,"
                  21619 E State Route 12 Hwy,
                  ",Clements,CA,95227,"$1,080,000",4,2.5,"3,031",10.0,38.211425,-121.052715
8,"
                  25344 State Route 12 Hwy,
                  ",Clements,CA,95227,"$1,600,000",3,3,"3,618",58.09,38.194933,-121.002779
9,"
                  23223 E Highway 12,
                  ",Clements,CA,95227,"$1,075,000",4,3.5+,"3,494",20.43,38.202803,-121.03104
10,"
                  19887 E Mehrten Rd,
                  ",Clements,CA,95227,"$1,350,000",4,4,"4,099",10.89,38.205581,-121.075293
11,"
                  24521 N McIntire Rd,
                  ",Clements,CA,95227,"$2,999,000",3,3,"3,310",39.63,38.211798,-121.041135
12,"
                  25120 N Highway 88,
                  ",Clements,CA,95227,"$1,625,000",3,3,"3,163",20.01,38.216609,-121.066719
13,"
                  20260 E Acampo Rd,
                  ",Clements,CA,95227,"$1,100,000",4,3,"3,317",40.38,,
14,"
                  21905 E St Rt 12 Hwy,
                  ",Clements,CA,95227,"$2,200,000",3,2,"2,036",36.86,38.206505,-121.048484
1,"
                  2200 Tevis Rd,
                  ",Sacramento,CA,95825,"$342,500",2,1,"1,313","5,227",38.605538,-121.404633
2,"
                  2506 Exeter Square Ln,
                  ",Sacramento,CA,95825,"$449,000",3,2.5,"2,494","8,063",38.578863,-121.403561
3,"
                  2019 Ethan Way,
                  ",Sacramento,CA,95825,"$299,900",3,2,"1,315","6,534",38.602745,-121.420291
4,"
                  2275 Sierra Blvd,
                  ",Sacramento,CA,95825,"$519,900",3,2,"1,720",0.24,38.578152,-121.41124
5,"
                  712 Dunbarton Cir,
                  ",Sacramento,CA,95825,"$424,950",3,2.5,"1,748","2,178",38.563456,-121.411094
6,"
                  2344 Darwin St,
                  ",Sacramento,CA,95825,"$269,888",2,1,810,0.25,38.609225,-121.416828
7,"
                  2025 Flowers St,
                  ",Sacramento,CA,95825,"$369,000",3,2,"1,219",0.23,38.602434,-121.387374
8,"
                  2170 University Park Dr,
                  ",Sacramento,CA,95825,"$424,500",3,3,"1,776","2,614",38.565961,-121.407721
