,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
17,1808 Camargo Dr,San Jose,95132,3,2,1365,0.147,1971,2,Single Family Residence,1250000
18,3333 Shadow Leaf Dr,San Jose,95132,3,2.5,1615,0.088,1988,2,Single Family Residence,1199000
19,3378 Copper Leaf Dr,San Jose,95132,4,2.5,1835,0.075,1988,2,Single Family Residence,1188888
20,1480 Japaul Ln,San Jose,95132,3,2,1170,0.139,1969,2,Single Family Residence,998000
21,2824 Camino Del Rey,San Jose,95132,4,2.5,1798,0.128,1964,2,Single Family Residence,1199000
22,3344 Cavendish Dr,San Jose,95132,3,2,1372,0.151,1976,2,Single Family Residence,1198000
23,3617 Rowley Dr,San Jose,95132,3,2,1412,0.157,1970,2,Single Family Residence,1159888
24,3072 Zion Ln,San Jose,95132,5,3,2244,0.146,1964,2,Single Family Residence,1248888
25,3617 Rowley Dr,San Jose,95132,3,2,1412,0.149,1970,2,Single Family Residence,1159888
26,1181 Sandstone Ln,San Jose,95132,4,2,1994,0.142,1974,2,Single Family Residence,1299900
27,3101 Laneview Dr,San Jose,95132,5,3,2248,0.167,1965,2,Single Family Residence,1350000
28,1502 Old Piedmont Rd,San Jose,95132,3,2.5,1928,0.145,1961,2,Single Family Residence,1260000
29,2929 Via Encinitas,San Jose,95132,5,2.5,2002,0.143,1969,1,Single Family Residence,1198888
30,3194 Mattos Ave,San Jose,95132,5,3.5,2231,0.14,1970,2,Single Family Residence,1470000
0,1664 Salamoni Ct,San Jose,95133,3,2.5,1880,0.045,2005,2,Single Family Residence,999800
1,1786 Commodore Dr,San Jose,95133,5,3,2533,0.138,1977,3,Single Family Residence,1288000
2,788 Opie Ct,San Jose,95133,4,3.5,1835,0.062,2015,2,Single Family Residence,1068888
3,1705 Salamoni Ct,San Jose,95133,3,2.5,2083,0.055,2005,2,Single Family Residence,1099000
4,903 Cape Point Pl,San Jose,95133,4,2,1843,0.183,1977,2,Single Family Residence,1099000
5,817 Fountain Palm Ct,San Jose,95133,4,2.5,1797,0.07,1996,2,Single Family Residence,1020000
6,3011 Patt Ave,San Jose,95133,3,2,1512,0.117,1962,2,Single Family Residence,849000
7,2811 Glauser Dr,San Jose,95133,4,3,2756,0.136,1979,3,Single Family Residence,1599990
0,1243 Keoncrest Ave,San Jose,95110,2,1,1080,0.115,1947,1,Single Family Residence,799000
1,1303 San Juan Ave,San Jose,95110,3,1,1168,0.141,1948,0,Single Family Residence,939888
2,120 Rankin Ave,San Jose,95110,3,2,2051,0.112,1937,2,Single Family Residence,1400000
3,1404 San Juan Ave,San Jose,95110,3,1,1168,0.125,1948,2,Single Family Residence,995000
4,1285 N San Pedro St,San Jose,95110,3,2,1257,0.116,1947,1,Single Family Residence,890000
5,1107 Mastic St,San Jose,95110,2,1,1043,0.077,1948,0,Single Family Residence,699000
6,1004 Pepitone Ave,San Jose,95110,3,2,1414,0.146,1953,2,Single Family Residence,848950
7,82 Pierce Ave,San Jose,95110,2,2,1128,0.159,1888,2,Single Family Residence,1479000
8,876 Chestnut St,San Jose,95110,3,0.5,1008,0.134,1926,2,Single Family Residence,850000
9,1059 Waco St,San Jose,95110,2,1,838,0.09,1939,1,Single Family Residence,650000
0,4301 Hiawatha Ct,San Jose,95111,3,2,1512,0.21,1972,2,Single Family Residence,853000
1,3179 Durant Ave,San Jose,95111,4,3,1672,0.124,1960,2,Single Family Residence,799900
2,4249 San Miguel Way,San Jose,95111,3,2,1123,0.138,1959,2,Single Family Residence,689500
3,438 Nerdy Ave,San Jose,95111,3,1.5,1113,0.114,1958,2,Single Family Residence,775000
4,13152 Sw Water Street Cors,San Jose,95111,3,1,1118,0.218,1951,0,Single Family Residence,1035000
5,227 Senter Rd,San Jose,95111,7,4,1983,0.113,1959,0,Single Family Residence,995950
6,3891 Grandbrook Way,San Jose,95111,3,2,1007,0.134,1977,2,Single Family Residence,739888
7,462 Nerdy Ave,San Jose,95111,3,2,1113,0.116,1958,0,Single Family Residence,861000
8,480 Verano Ct,San Jose,95111,3,3,1792,0.075,1989,2,Single Family Residence,875000
9,544 Mignot Ln,San Jose,95111,4,2,1215,0.13,1958,2,Single Family Residence,799000
10,447 Independence Dr,San Jose,95111,3,2,1927,0.136,1962,0,Single Family Residence,875900
11,603 Hermes Ct,San Jose,95111,3,2.5,1466,0.054,1989,1,Single Family Residence,675000
12,729 Gier Ct,San Jose,95111,3,2,1257,0.26,1977,2,Single Family Residence,940000
13,500 Broderick Dr,San Jose,95111,4,2,1457,0.136,1973,2,Single Family Residence,905000
14,254 Southside Dr,San Jose,95111,7,6,4757,0.489,2006,0,Single Family Residence,1650000
15,374 Via Primavera Dr,San Jose,95111,3,3,1594,0.057,1986,2,Single Family Residence,950000
16,370 Rodeo Ct,San Jose,95111,4,2,1672,0.162,1960,0,Single Family Residence,770000
0,3158 Linkfield Way,San Jose,95135,4,2,1860,0.187,1976,2,Single Family Residence,1298000
1,5301 Knights Est,San Jose,95135,4,2.5,1876,0.194,1973,2,Single Family Residence,1198000
2,3126 Capelaw Ct,San Jose,95135,4,2.5,1950,0.194,1976,2,Single Family Residence,1299999
3,3219 Montelena Dr,San Jose,95135,4,3,2663,0.161,1996,3,Single Family Residence,1638000
4,5310 Knights Est,San Jose,95135,3,2,1622,0.138,1976,2,Single Family Residence,1125000
5,3063 Meadowlands Ln,San Jose,95135,4,2.5,2247,0.312,1988,3,Single Family Residence,1598000
6,3255 La Rochelle Way,San Jose,95135,4,3,1983,0.081,2013,2,Single Family Residence,1498000
7,7103 Via Portada,San Jose,95135,2,2,2230,0.155,1980,3,Single Family Residence,1295000
8,3279 Palantino Way,San Jose,95135,4,3,2117,0.164,1997,2,Single Family Residence,1599000
9,2784 Valley Oak Loop,San Jose,95135,5,3.5,3161,0.089,2012,2,Single Family Residence,1598000
10,5001 Royal Estate Ct,San Jose,95135,3,2,1728,0.167,1973,2,Single Family Residence,1199000
11,5010 Royal Estates Ct,San Jose,95135,3,2,1728,0.162,1973,2,Single Family Residence,1128800
12,7112 Via Portada,San Jose,95135,3,2,1954,0.137,1981,2,Single Family Residence,1050000
13,3028 Silver Est,San Jose,95135,4,3,2187,0.21,1985,3,Single Family Residence,1400000
14,3042 Silver Est,San Jose,95135,5,3,2591,0.192,1985,3,Single Family Residence,1549000
15,8053 Chardonay Ct,San Jose,95135,3,2,2123,0.151,1976,2,Single Family Residence,1229000
16,4000 Aborn Rd,San Jose,95135,5,3.5,4157,2.75,1979,2,Single Family Residence,1999888
17,8225 Claret Ct,San Jose,95135,2,2,2001,0.162,1979,2,Single Family Residence,1099000
0,4474 Faraone Ct,San Jose,95136,5,3,2195,0.183,1970,2,Single Family Residence,1234567
1,834 Seabury Dr,San Jose,95136,3,2,1685,0.137,1968,2,Single Family Residence,960000
2,700 Portofino Pl,San Jose,95136,4,2.5,2153,0.101,2004,2,Single Family Residence,1149000
3,4814 W Fork Ct,San Jose,95136,4,2.5,1840,0.227,1970,2,Single Family Residence,1285000
4,4845 Wellington Park Dr,San Jose,95136,5,3,2533,0.138,1975,3,Single Family Residence,1349000
5,838 Clarkston Dr,San Jose,95136,3,2.5,1937,0.145,1966,2,Single Family Residence,1088000
6,4523 Windsor Park Dr,San Jose,95136,3,2.5,1903,0.156,1970,12,Single Family Residence,974900
7,5295 War Wagon Dr,San Jose,95136,4,2,1632,0.166,1981,2,Single Family Residence,988000
8,4696 Mia Cir,San Jose,95136,2,1,1066,0.127,1973,2,Single Family Residence,799000
9,3052 Mary Helen Ln,San Jose,95136,4,3.5,2411,0.042,2005,2,Single Family Residence,999988
10,4469 Faraone Ct,San Jose,95136,5,2.5,2450,0.157,1970,2,Single Family Residence,1149888
11,346 Springpark Cir,San Jose,95136,4,3,1755,0.128,1968,2,Single Family Residence,949000
12,121 Park Bolton Pl,San Jose,95136,5,3,2563,0.245,1980,3,Single Family Residence,1050000
13,2968 Valley Of Hearts Delight Pl,San Jose,95136,4,3.5,2761,0.061,2019,2,Single Family Residence,1676050
14,144 Agustin Naverez,San Jose,95136,4,3.5,2148,1,2019,2,Single Family Residence,1161747
15,5046 Chiles Ct,San Jose,95136,4,3,2272,0.298,1974,2,Single Family Residence,1250000
16,4569 Thousand Oaks Dr,San Jose,95136,5,3,2198,0.183,1977,2,Single Family Residence,1680000
17,4829 Wellington Park Dr,San Jose,95136,4,2.5,2124,0.161,1975,2,Single Family Residence,1199000
18,3106 Summercreek Dr,San Jose,95136,4,2.5,1787,0.074,1982,2,Single Family Residence,899000
19,60 Park Sharon Dr,San Jose,95136,4,2.5,2124,0.178,1977,2,Single Family Residence,999000
20,607 Lanfair Dr,San Jose,95136,4,2.5,1800,0.149,1969,2,Single Family Residence,999000
21,801 Adeline Ave,San Jose,95136,5,3.5,2414,0.043,2005,2,Single Family Residence,1049000
22,5283 Fell Ave,San Jose,95136,3,2,1486,0.147,1970,2,Single Family Residence,988000
23,577 Amboy Dr,San Jose,95136,5,2.5,1954,0.138,1975,2,Single Family Residence,1089900
24,5125 Baralay Pl,San Jose,95136,4,2,1915,0.169,1972,2,Single Family Residence,998000
25,3651 Thousand Oaks Dr,San Jose,95136,4,2.5,1860,0.16,1976,2,Single Family Residence,1175000
26,4689 Holycon Cir,San Jose,95136,4,2,1581,0.129,1973,2,Single Family Residence,998000
27,396 Sunpark Pl,San Jose,95136,5,3,2236,0.133,1973,2,Single Family Residence,1100000
28,485 Barron Park Ct,San Jose,95136,4,2.5,2124,0.141,1973,2,Single Family Residence,1148000
29,4996 Narvaez Ave,San Jose,95136,5,2.5,2329,0.139,1976,2,Single Family Residence,1099000
30,753 Batista Dr,San Jose,95136,3,3,2262,0.052,2005,2,Single Family Residence,1088888
0,409 N 10th St,San Jose,95112,2,1,1298,0.166,1940,2,Single Family Residence,749800
1,502 N 19th St,San Jose,95112,4,2,2075,0.153,1938,2,Single Family Residence,1295000
2,355 S 15th St,San Jose,95112,3,1.5,1740,0.147,1909,2,Single Family Residence,1295000
3,475 N 18th St,San Jose,95112,3,2,1650,0.137,1901,0,Single Family Residence,988000
4,432 N 15th St,San Jose,95112,3,2,1145,0.133,1916,0,Single Family Residence,985000
5,739 E Julian St,San Jose,95112,3,2,1399,0.133,1901,2,Single Family Residence,899800
6,912 S 3rd St,San Jose,95112,3,1,1072,0.144,1901,2,Single Family Residence,800000
7,525 N 21st St,San Jose,95112,2,2,1226,0.142,1951,2,Single Family Residence,849000
8,380 N 13th St,San Jose,95112,7,4,2574,0.132,1901,2,Single Family Residence,1195000
9,163 E Humboldt St,San Jose,95112,3,1.5,1198,0.116,1920,0,Single Family Residence,798000
10,899 N 5th St,San Jose,95112,3,1,864,0.13,1948,2,Single Family Residence,699000
11,946 N 5th St,San Jose,95112,4,2,1188,0.162,1910,2,Single Family Residence,988000
12,299 N 11th St,San Jose,95112,4,0,1556,0.107,1920,4,Single Family Residence,865000
13,702 Cannery Pl,San Jose,95112,3,3.5,1717,0.037,2014,2,Single Family Residence,1099000
14,82 S 17th St,San Jose,95112,4,2.5,2674,0.305,1924,0,Single Family Residence,1674900
15,479 N 8th St,San Jose,95112,2,1,1360,0.143,1924,2,Single Family Residence,985000
16,856 N 14th St,San Jose,95112,2,1,816,0.125,1920,2,Single Family Residence,1125000
17,720 Margaret St,San Jose,95112,4,2.5,2335,0.322,1964,2,Single Family Residence,1999950
18,80 N 8th St,San Jose,95112,6,5,2524,0.174,1898,0,Single Family Residence,1995000
19,749 E Taylor St,San Jose,95112,2,1,1210,0.111,1915,1,Single Family Residence,895000
20,268 E Saint James St,San Jose,95112,2,1,1176,0.084,1901,0,Single Family Residence,820000
21,459 N 4th St,San Jose,95112,3,3,1602,0.15,1898,2,Single Family Residence,1324000
22,812 S 7th St,San Jose,95112,3,1,1460,0.373,1902,2,Single Family Residence,999000
23,689 N 13th St,San Jose,95112,3,2,1344,0.129,1910,0,Single Family Residence,938000
24,383 N 17th St,San Jose,95112,2,1,1156,0.132,1938,2,Single Family Residence,788000
0,1530 Mount Hamilton View Dr,San Jose,95116,3,1,1348,0.179,1935,0,Single Family Residence,799000
1,280 N 24th St,San Jose,95116,2,1,832,0.117,1924,1,Single Family Residence,649000
2,59 S 21st St,San Jose,95116,3,1,1570,0.184,1920,0,Single Family Residence,999000
3,926 Tomlinson Ln,San Jose,95116,4,2,1263,0.117,1960,2,Single Family Residence,749000
4,245 Bonita Ave,San Jose,95116,5,2.5,2061,0.124,1930,0,Single Family Residence,1150000
5,1021 Woodvale Ct,San Jose,95116,4,3,1836,0.095,1997,2,Single Family Residence,1100000
0,74 Oldwell Ct,San Jose,95138,3,2,1310,0.136,1980,2,Single Family Residence,879000
1,2110 Ashley Ridge Ct,San Jose,95138,5,3,2999,1.199,1996,3,Single Family Residence,2000000
2,91 Rosewell Way,San Jose,95138,4,2,1642,0.136,1980,2,Single Family Residence,849999
3,1156 Thornbury Ln,San Jose,95138,4,3.5,2612,0.17,2004,2,Single Family Residence,1619000
4,1631 Hill Top View Ct,San Jose,95138,5,3.5,3902,0.27,2004,2,Single Family Residence,2449000
5,5878 Silver Leaf Rd,San Jose,95138,4,2.5,1987,0.137,1983,2,Single Family Residence,993000
6,5866 Silver Leaf Rd,San Jose,95138,4,3,2027,0.138,1983,2,Single Family Residence,939888
7,5845 Pistoia Way,San Jose,95138,4,2.5,2485,0.124,1996,2,Single Family Residence,1599900
8,5351 Ligurian Dr,San Jose,95138,4,3,2682,0.157,1996,3,Single Family Residence,1748000
9,5300 Arezzo Dr,San Jose,95138,4,4.5,3509,0.257,1996,3,Single Family Residence,2399000
10,1618 Heritage Bay Pl,San Jose,95138,5,4.5,3188,0.098,2005,2,Single Family Residence,1699000
11,1828 Bridgeview Ct,San Jose,95138,6,5.5,4407,0.377,2004,2,Single Family Residence,2488888
12,5461 Country Club Pkwy,San Jose,95138,5,4.5,5094,0.344,1993,3,Single Family Residence,2748000
13,7358 Long Valley Ter,San Jose,95138,4,2.5,2386,0.077,2006,2,Single Family Residence,1225000
14,724 Sirica Way,San Jose,95138,5,3.5,2753,0.198,1999,2,Single Family Residence,1275000
15,4765 Mountaire Pl,San Jose,95138,5,4.5,4172,0.188,2004,3,Single Family Residence,2299000
16,5503 Sunset Hills Ct,San Jose,95138,7,6.5,5500,0.519,2000,3,Single Family Residence,3298888
0,7159 Via Corona,San Jose,95139,4,2,1758,0.144,1977,2,Single Family Residence,949000
1,155 Teralba Ct,San Jose,95139,4,3,1822,0.212,1972,2,Single Family Residence,999000
2,122 Plympton Ct,San Jose,95139,4,2,1743,0.14,1972,2,Single Family Residence,999000
3,196 Manley Ct,San Jose,95139,4,3,2772,0.138,1975,3,Single Family Residence,1200000
4,7232 Via Vis,San Jose,95139,4,2,2345,0.147,1972,2,Single Family Residence,1100000
5,157 Cheltenham Way,San Jose,95139,4,2,1743,0.151,1972,2,Single Family Residence,989900
0,1565 E Middle Ave,San Martin,95046,3,1,1350,9.737,1920,0,Single Family Residence,3250000
1,13460 Colony Ave,San Martin,95046,8,5,7387,1.656,1993,4,Single Family Residence,2395000
2,1851 Church Ave A,San Martin,95046,4,3,2601,1.499,1970,2,Single Family Residence,1349000
3,2020 Giampoli,San Martin,95046,4,3,2461,1.62,1977,3,Single Family Residence,1475000
4,14955 Foothill Ave,San Martin,95046,4,2,2272,1.973,1978,2,Single Family Residence,1250000
5,13167 Colony Ave,San Martin,95046,4,3,3216,0.465,2019,3,Single Family Residence,1337000
6,1955 Hayes Ln,San Martin,95046,5,4.5,6229,19.778,2001,4,Single Family Residence,3250000
7,2100 Vincent Dr,San Martin,95046,5,3.5,4981,2.04,1989,5,Single Family Residence,2275000
8,15130 Sycamore Ave,San Martin,95046,5,4.5,3944,0.924,2008,3,Single Family Residence,1739000
9,1130 Vintage Ct,San Martin,95046,4,4,5021,4,2002,3,Single Family Residence,2698000
10,3085 Paseo Vista Ave,San Martin,95046,5,4.5,5224,9.805,1978,3,Single Family Residence,2500000
0,23 Linden Dr,Santa Clara,95050,3,3,2520,0.176,1948,2,Single Family Residence,1650000
1,2205 Menzel Pl,Santa Clara,95050,3,2,1405,0.124,1954,2,Single Family Residence,1388000
2,658 Armanini Ave,Santa Clara,95050,3,2.5,1686,0.136,1950,1,Single Family Residence,1298888
3,2366 Warburton Ave,Santa Clara,95050,3,1,1416,0.136,1950,2,Single Family Residence,1198000
4,2152 Forbes Ave,Santa Clara,95050,5,5,2854,0.184,2019,2,Single Family Residence,2199888
5,1782 Scott Blvd,Santa Clara,95050,3,2,1856,0.169,1951,2,Single Family Residence,1368000
6,2223 Dianne Dr,Santa Clara,95050,3,2,1886,0.155,1964,2,Single Family Residence,1499000
7,590 Park Ct,Santa Clara,95050,3,1,1434,0.121,1925,2,Single Family Residence,1188000
8,957 Hicks Ave,Santa Clara,95050,4,4,2057,0.072,2019,2,Single Family Residence,1748888
9,937 Hicks Ave,Santa Clara,95050,4,3.5,1609,0.052,2019,2,Single Family Residence,1348000
10,927 Warburton Ave,Santa Clara,95050,4,3,1945,0.086,2019,2,Single Family Residence,1688888
11,2184 Talia Ave,Santa Clara,95050,3,2,1550,0.173,1952,0,Single Family Residence,1549000
12,140 Harold Ave,Santa Clara,95050,3,2.5,2060,0.314,1997,2,Single Family Residence,1988000
13,2342 Rosita Ct,Santa Clara,95050,3,2,1540,0.18,1954,2,Single Family Residence,1298000
14,2348 Susan Dr,Santa Clara,95050,3,1.5,1628,0.169,1958,2,Single Family Residence,1399998
15,39 Conner Pl,Santa Clara,95050,3,2.5,1905,0.049,2013,2,Single Family Residence,1599950
16,1735 Cunningham St,Santa Clara,95050,4,2,1666,0.153,1951,2,Single Family Residence,1448000
17,673 Malarin Ave,Santa Clara,95050,4,3,1946,0.135,1951,0,Single Family Residence,1398000
18,1922 Worthington Cir,Santa Clara,95050,3,2.5,1905,0.051,2014,2,Single Family Residence,1588000
19,1610 Long St,Santa Clara,95050,5,3,1872,0.183,1971,2,Single Family Residence,1549000
20,933 Sanchez Pl,Santa Clara,95050,4,3,2178,0.062,2019,2,Single Family Residence,1648000
21,2250 Lafayette St.,Santa Clara,95050,3,1,1120,0.175,1955,2,Single Family Residence,949800
22,419 Fernandez Ct,Santa Clara,95050,3,3,2107,0.23,1955,2,Single Family Residence,1549000
23,2476 Armstrong Pl,Santa Clara,95050,3,2,1170,0.127,1955,2,Single Family Residence,1500000
0,753 Yale Ln,Santa Clara,95051,3,2,1442,0.153,1961,2,Single Family Residence,1499000
1,944 Capitola Way,Santa Clara,95051,4,2,2128,0.143,1964,2,Single Family Residence,1460000
2,663 Hamilton Ln,Santa Clara,95051,4,2,1127,0.121,1953,1,Single Family Residence,1199000
3,3361 Tracy Dr,Santa Clara,95051,3,2,1265,0.144,1957,2,Single Family Residence,1688000
4,3131 Membrillo Corte,Santa Clara,95051,3,2.5,1543,0.044,1990,2,Single Family Residence,1575000
5,1463 Blackfield Dr,Santa Clara,95051,4,2,1790,0.15,1952,1,Single Family Residence,1499999
6,2647 Birchtree Ln,Santa Clara,95051,4,4,3108,0.271,1972,2,Single Family Residence,2888000
7,3564 Stout Pl,Santa Clara,95051,4,4,1998,0.046,2011,2,Single Family Residence,1649000
8,641 Briarcliff Ct,Santa Clara,95051,4,3,1934,0.192,1961,2,Single Family Residence,1698000
9,2665 Maplewood Ln,Santa Clara,95051,3,2,2146,0.184,1970,2,Single Family Residence,2128888
10,462 Muriel Ct,Santa Clara,95051,5,3,2423,0.244,1960,2,Single Family Residence,1988800
11,3218 Agate Dr,Santa Clara,95051,3,2,897,0.16,1955,1,Single Family Residence,1288888
12,1010 Teal Dr,Santa Clara,95051,4,2,1649,0.201,1961,2,Single Family Residence,1798000
13,837 Cherry Orchard Pl,Santa Clara,95051,4,3,1935,0.049,2008,2,Single Family Residence,1669000
14,1515 Farmer Pl,Santa Clara,95051,4,3.5,1993,0.052,2011,2,Single Family Residence,1588000
15,3412 Geneva Dr,Santa Clara,95051,3,2,1420,0.193,1957,2,Single Family Residence,1848000
16,190 Arcadia Ave,Santa Clara,95051,4,2.5,2432,0.186,2013,2,Single Family Residence,2435000
17,2479 Borax Dr,Santa Clara,95051,3,1,897,0.131,1955,1,Single Family Residence,1198888
18,3564 Stout Pl,Santa Clara,95051,4,4,1998,0.046,2011,2,Single Family Residence,1649000
19,3597 Notre Dame Dr,Santa Clara,95051,5,4,3076,0.358,1965,2,Single Family Residence,1830500
20,2605 Painted Rock Dr,Santa Clara,95051,3,2,1100,0.135,1954,1,Single Family Residence,1050000
21,345 Landeros Dr,Santa Clara,95051,4,3,2222,0.197,1976,2,Single Family Residence,1599999
0,3675 Eastwood Cir,Santa Clara,95054,4,2,1565,0.243,1968,2,Single Family Residence,1299950
1,4724 Mangrum Dr,Santa Clara,95054,4,2,1167,0.145,1960,1,Single Family Residence,1150000
2,4672 Wilcox Ave,Santa Clara,95054,3,2.5,1599,0.052,1998,2,Single Family Residence,1279000
3,2289 Lenox Pl,Santa Clara,95054,3,2.5,1667,0.046,1998,2,Single Family Residence,1259000
4,2161 Calle De Primavera,Santa Clara,95054,6,4,2438,0.141,1976,2,Single Family Residence,1489000
5,2139 3rd St,Santa Clara,95054,3,2.5,1589,0.05,2000,2,Single Family Residence,1299888
6,4706 Wilcox Ave,Santa Clara,95054,3,2.5,1599,0.048,1998,2,Single Family Residence,1269000
7,2163 Hunter Pl,Santa Clara,95054,3,2.5,1796,0.065,1997,2,Single Family Residence,1399800
8,2163 Esperanca Ave,Santa Clara,95054,4,2.5,1599,0.051,1999,2,Single Family Residence,1299000
9,3596 Rowena Ct,Santa Clara,95054,3,1,1008,0.147,1961,2,Single Family Residence,1075000
10,4390 Bassett St,Santa Clara,95054,3,2,1155,0.119,1935,2,Single Family Residence,990000
0,15461 Madrone Hill Rd,Saratoga,95070,4,2.5,3124,1.66,1957,2,Single Family Residence,2750000
1,15488 El Camino Grande,Saratoga,95070,6,6.5,7064,1.42,2013,3,Single Family Residence,7998000
2,20520 Montalvo Heights Dr,Saratoga,95070,5,4.5,4000,2.021,2019,3,Single Family Residence,6888000
3,18863 Casa Blanca Ln,Saratoga,95070,3,2,1152,0.175,1957,2,Single Family Residence,1648888
