,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
4,1370 S Prosperity St,Mountain House,95391,5,3,2238,0.064,2019,2,Single Family Residence,583968
5,1391 S Sauvignon Street,Mountain House,95391,4,3,2147,0.077,2019,2,Single Family Residence,563086
6,414 E Asiago Court,Mountain House,95391,5,3,2142,0.064,2019,2,Single Family Residence,562407
7,356 W Fauna Ave,Mountain House,95391,5,4,2968,0.121,2006,3,Single Family Residence,650000
8,585 S Tradition St,Mountain House,95391,4,3,2714,0.174,2005,3,Single Family Residence,640000
9,157 W Contento Ln,Mountain House,95391,4,2.5,2136,0.092,2006,2,Single Family Residence,530000
10,722 S Comunidad St,Mountain House,95391,4,3,2481,0.146,2005,3,Single Family Residence,599000
11,221 W Arcadia,Mountain House,95391,3,3,1681,0.072,2013,2,Single Family Residence,510000
12,726 N Del Prado,Mountain House,95391,4,3,2356,0.094,2011,2,Single Family Residence,594999
13,710 S Tradition St,Mountain House,95391,6,3.5,3571,0.177,2004,2,Single Family Residence,810000
14,45 E Ramsey Drive,Mountain House,95391,3,2.5,1966,0.082,2019,2,Single Family Residence,547137
15,1069 S Burns,Mountain House,95391,4,3,2274,0.092,2017,2,Single Family Residence,569000
16,470 W Fauna Ave,Mountain House,95391,4,3.5,2702,0.156,2005,2,Single Family Residence,699000
17,1049 S Fowler Ln,Mountain House,95391,4,3,2274,0.089,2016,2,Single Family Residence,570000
18,435 Goodwin St,Mountain House,95391,4,3,2451,0.086,2005,2,Single Family Residence,579000
19,626 W La Canada Ave,Mountain House,95391,4,2.5,2781,0.128,2007,2,Single Family Residence,627000
20,182 N Lafayette St,Mountain House,95391,3,2,1999,0.094,2007,2,Single Family Residence,529333
21,413 E Roquefort Court,Mountain House,95391,5,3,2142,0.064,2019,2,Single Family Residence,548140
22,1350 S Prosperity St,Mountain House,95391,5,3,2238,0.064,2019,2,Single Family Residence,580968
23,1360 S Prosperity St,Mountain House,95391,5,3,2238,0.064,2019,2,Single Family Residence,598821
24,1367 S Sauvignon Street,Mountain House,95391,4,3,2147,0.077,2019,2,Single Family Residence,586735
25,538 N Umbria Pl,Mountain House,95391,5,4.5,3695,0.188,2013,3,Single Family Residence,799900
26,352 N Alta Dena St,Mountain House,95391,4,3.5,3426,0.216,2009,3,Single Family Residence,780000
27,689 N Claret Ln,Mountain House,95391,4,3,2191,0.08,2014,2,Single Family Residence,529000
28,367 W Aventino Ave,Mountain House,95391,4,3,2178,0.08,2014,2,Single Family Residence,535000
29,1259 S Central Parkway,Mountain House,95391,5,4,2996,0.108,2015,3,Single Family Residence,678900
30,692 N Montebello St.,Mountain House,95391,5,4,2490,0.106,2014,2,Single Family Residence,623000
0,19000 Mayberry Drive,Castro Valley,94546,3,2,1700,0.139,1970,2,Single Family Residence,848888
1,2477 Mikemary Court,Castro Valley,94546,3,2.5,1156,0.153,1956,2,Single Family Residence,779000
2,4738 Proctor Road,Castro Valley,94546,3,2.5,2504,0.29,1956,2,Single Family Residence,1199000
3,2722 Stanton Heights Ct,Castro Valley,94546,3,2.5,1888,0.131,1974,2,Single Family Residence,799000
4,21613 Orange Ave,Castro Valley,94546,2,1,834,0.205,1942,1,Single Family Residence,625000
5,18957 Center St,Castro Valley,94546,3,3,2332,0.187,1954,2,Single Family Residence,918888
6,3644 Lorena Ave,Castro Valley,94546,2,1,1248,0.212,1993,0,Single Family Residence,739000
7,3969 Luella Pl,Castro Valley,94546,4,2.5,2211,0.231,1976,2,Single Family Residence,988000
8,4884 James Ave,Castro Valley,94546,3,3,1936,0.145,1954,2,Single Family Residence,859000
9,22224 Cameron,Castro Valley,94546,3,1,1064,0.123,1951,1,Single Family Residence,699000
10,19036 Schuster Ave,Castro Valley,94546,4,3,2114,0.119,1955,2,Single Family Residence,899800
11,1828 Riverbank Ave,Castro Valley,94546,3,1,1186,0.117,1947,2,Single Family Residence,678000
12,18248 Lamson Rd,Castro Valley,94546,3,3,1696,0.26,1955,0,Single Family Residence,989000
13,18860 Parsons Ave,Castro Valley,94546,3,2.5,2051,0.221,1956,1,Single Family Residence,904950
14,4336 Veronica Avenue,Castro Valley,94546,3,1,1106,0.115,1952,2,Single Family Residence,748000
15,20071 Catalina Dr.,Castro Valley,94546,3,2,1306,0.115,1950,2,Single Family Residence,769000
16,22342 Cameron St,Castro Valley,94546,3,2,1126,0.123,1951,2,Single Family Residence,692500
17,2850 Jennifer Dr,Castro Valley,94546,5,2.5,1998,0.166,1964,2,Single Family Residence,988000
18,5366 Proctor Rd,Castro Valley,94546,3,2.5,2840,0.27,1977,3,Single Family Residence,1299000
19,19685 Betrose Court,Castro Valley,94546,3,2.5,1588,0.115,1955,2,Single Family Residence,849950
20,4787 Heyer Ave,Castro Valley,94546,2,2,1300,0.129,1955,2,Single Family Residence,735000
21,4772 Malabar Ave,Castro Valley,94546,5,3,2279,0.242,1957,2,Single Family Residence,925000
22,4597 Edwards Ln,Castro Valley,94546,5,4.5,3226,0.242,2018,3,Single Family Residence,1499999
23,4611 Edwards Lane,Castro Valley,94546,3,4.5,3037,0.24,2019,2,Single Family Residence,1299999
24,4603 Edwards Ln,Castro Valley,94546,4,3,2736,0.25,2018,2,Single Family Residence,1149999
25,4607 Edwards Ln,Castro Valley,94546,4,3,2736,0.25,2018,2,Single Family Residence,1199000
26,18594 Laredo Rd,Castro Valley,94546,3,2,1650,0.18,1952,2,Single Family Residence,879888
0,572 Sawka Dr,Auburn,95603,3,3,2320,0.181,2004,3,Single Family Residence,589000
1,521 Oakhurst Terrace,Auburn,95603,4,4.5,3624,0.169,2001,3,Single Family Residence,888000
2,10222 Sunrise Vista,Auburn,95603,2,4.5,3459,0.519,2006,3,Single Family Residence,898000
3,2446 Cottage Dr,Auburn,95603,3,2.5,1200,0.167,1984,2,Single Family Residence,350000
4,11550 Edgewood Rd,Auburn,95603,2,1,1086,0.197,1960,0,Single Family Residence,375000
0,812 Via Granada,Livermore,94550,3,2,1563,0.149,1959,2,Single Family Residence,795000
1,2688 East Ave,Livermore,94550,2,2,1172,0.168,1926,2,Single Family Residence,798000
2,441 Murdell Ln,Livermore,94550,3,2,1351,0.181,1972,2,Single Family Residence,775000
3,1353 Cheryl Dr,Livermore,94550,4,3,2515,0.22,1998,3,Single Family Residence,1065000
4,1035 Lynn St,Livermore,94550,5,2.5,2124,0.152,1964,2,Single Family Residence,839978
5,737 Traviso Cir,Livermore,94550,5,4.5,3655,0.218,2003,3,Single Family Residence,1425000
6,1893 Klondike Rd,Livermore,94550,5,3,3456,0.48,1998,4,Single Family Residence,1565000
7,105 Misty Cir,Livermore,94550,3,2.5,1640,0.046,2016,2,Single Family Residence,774900
8,2259 Leccino Court,Livermore,94550,5,5.5,4443,0.29,2004,3,Single Family Residence,1785000
9,2468 Allegro St,Livermore,94550,5,4.5,3362,0.209,2004,3,Single Family Residence,1399000
10,873 Laguna Street,Livermore,94550,3,2,1519,0.138,1966,2,Single Family Residence,805000
11,357 Yukon Way,Livermore,94550,5,3,3096,0.34,1998,3,Single Family Residence,1379000
12,5258 Roxanne Ct,Livermore,94550,5,2,2147,0.187,1964,2,Single Family Residence,879500
13,2553 6th St,Livermore,94550,1,1,1062,0.115,1955,1,Single Family Residence,550000
14,5488 Arlene Way,Livermore,94550,3,2,1858,0.23,1997,3,Single Family Residence,928000
15,1002 Peppertree Pl,Livermore,94550,5,4,3453,0.173,2004,2,Single Family Residence,1295000
16,1002 Peppertree Pl,Livermore,94550,5,4,3453,0.173,2004,2,Single Family Residence,1295000
17,3001 Worthing Cmn,Livermore,94550,4,3.5,1915,0.046,2016,2,Single Family Residence,825000
18,3001 Worthing Common,Livermore,94550,4,3.5,1915,0.046,2016,2,Single Family Residence,825000
19,1017 Aberdeen Ave,Livermore,94550,4,2,2045,0.133,1957,2,Single Family Residence,849900
20,769 Via Del Sol,Livermore,94550,4,3,2086,0.138,1966,2,Single Family Residence,899000
21,741 Orion Way,Livermore,94550,3,2,2114,0.23,1971,2,Single Family Residence,1050000
22,344 Alden Ln,Livermore,94550,4,2,2699,0.57,1952,2,Single Family Residence,1500000
23,2238 Vintage Lane,Livermore,94550,5,4.5,4137,0.57,1994,4,Single Family Residence,1729000
24,1017 Aberdeen Ave,Livermore,94550,4,2,2045,0.133,1957,1,Single Family Residence,849900
25,623 Los Alamos Ave,Livermore,94550,3,1.5,1120,0.178,1962,2,Single Family Residence,795000
26,362 El Caminito,Livermore,94550,4,2,2000,0.143,1964,0,Single Family Residence,850000
27,891 El Caminito,Livermore,94550,3,2,1136,0.138,1963,2,Single Family Residence,735000
28,1557 Wagoner Dr,Livermore,94550,3,2,1404,0.156,1963,2,Single Family Residence,799950
29,2476 Normandy Cir,Livermore,94550,5,4,3032,0.52,1997,3,Single Family Residence,1545000
30,1254 Deep Creek Rd,Livermore,94550,4,3,2578,0.124,2008,2,Single Family Residence,1179950
0,2957 Sage Cmn,Livermore,94551,3,3,1786,0.042,2012,2,Single Family Residence,770000
1,597 Covington Way,Livermore,94551,3,2,1427,0.137,1969,2,Single Family Residence,790000
2,2957 Sage Cmn,Livermore,94551,3,3,1786,0.042,2012,2,Single Family Residence,770000
3,1279 Marigold Rd,Livermore,94551,2,2,1036,0.142,1963,1,Single Family Residence,475000
4,1208 Heather Ln,Livermore,94551,3,2,1392,0.165,1963,2,Single Family Residence,734900
5,736 Sunset Dr,Livermore,94551,3,3,1763,0.152,1971,2,Single Family Residence,779000
6,1980 Elm St,Livermore,94551,2,1,792,0.115,1943,1,Single Family Residence,589000
7,1208 Heather Ln,Livermore,94551,3,2,1392,0.165,1963,2,Single Family Residence,734900
8,636 Amberwood Way,Livermore,94551,4,3,2861,0.231,1993,3,Single Family Residence,1128000
9,1455 Arlington Rd,Livermore,94551,3,2,1130,0.152,1968,2,Single Family Residence,735000
10,2191 Percheron Rd,Livermore,94551,3,2,1351,0.156,1971,2,Single Family Residence,723800
11,4045 Raymond Rd,Livermore,94551,4,3.5,2668,5.48,1976,0,Single Family Residence,2000000
12,425 Andrews St,Livermore,94551,3,2,1315,0.115,1951,1,Single Family Residence,709888
13,4825 Lantana Ave,Livermore,94551,3,2,1520,0.133,1966,2,Single Family Residence,775950
14,5203 Lilac Ave,Livermore,94551,3,2,1392,0.162,1963,2,Single Family Residence,700000
15,1077 Marigold Rd,Livermore,94551,3,2,1468,0.142,1963,1,Single Family Residence,695000
16,740 Laurel Dr,Livermore,94551,4,2,1125,0.153,1965,2,Single Family Residence,739000
17,5718 Cherry Way,Livermore,94551,4,3,2269,0.182,1999,2,Single Family Residence,895000
18,799 Berryessa St,Livermore,94551,4,3,1998,0.111,2002,2,Single Family Residence,890000
19,1312 Hillview Dr,Livermore,94551,4,2,1444,0.117,1955,1,Single Family Residence,699000
20,590 James Street,Livermore,94551,4,2,1311,0.115,1952,1,Single Family Residence,720000
21,5861 Flora Cmn,Livermore,94551,3,2,1972,0.09,2014,2,Single Family Residence,835000
22,12400 Morgan Territory Rd,Livermore,94551,4,4.5,5662,20.08,2014,8,Single Family Residence,2798000
23,6179 Saint Andrews Way,Livermore,94551,3,2.5,1350,0.068,1998,2,Single Family Residence,709950
24,1151 Central Ave,Livermore,94551,4,2.5,3424,2.08,1979,2,Single Family Residence,3500000
0,6427 Bellhurst Ct,Castro Valley,94552,5,3,2830,0.236,1988,3,Single Family Residence,1290000
1,18543 Mountain Ln,Castro Valley,94552,3,2.5,2376,0.25,1967,2,Single Family Residence,1099000
2,6517 Bellhurst Ln,Castro Valley,94552,4,3,2296,0.27,1987,3,Single Family Residence,1265000
3,20952 Glenwood Dr,Castro Valley,94552,4,3.5,2857,0.133,1994,2,Single Family Residence,1199000
4,17817 Columbia Dr,Castro Valley,94552,3,2,1906,0.183,1985,2,Single Family Residence,982000
5,10397 Cull Canyon Rd,Castro Valley,94552,0,0,0,100,1994,0,Single Family Residence,3400000
6,5882 Cold Water Dr,Castro Valley,94552,4,3,2169,0.31,1972,2,Single Family Residence,1188888
7,17695 Chateau Ct,Castro Valley,94552,5,3,2920,0.34,1981,3,Single Family Residence,1299000
8,5761 Tree Lane,Castro Valley,94552,4,3.5,4670,1.96,1990,3,Single Family Residence,2242888
9,5322 Greenridge Rd,Castro Valley,94552,4,2,1953,0.242,1964,1,Single Family Residence,1095000
10,5833 Cold Water Dr,Castro Valley,94552,4,2,1891,0.366,1972,2,Single Family Residence,985000
11,20010 Shadow Creek Cir,Castro Valley,94552,4,2.5,2130,0.07,1998,2,Single Family Residence,949000
12,5695 Jensen Rd,Castro Valley,94552,5,4,3487,1.21,1992,3,Single Family Residence,1799000
13,7639 Pineville Cir,Castro Valley,94552,4,3,3607,0.144,1994,2,Single Family Residence,1299000
14,17073 Columbia Dr,Castro Valley,94552,4,3,2310,0.224,1987,2,Single Family Residence,1173000
15,4980 Jensen Rd,Castro Valley,94552,4,4.5,3900,0.281,2018,2,Single Family Residence,1600000
16,33319 Palomares Rd,Castro Valley,94552,3,2,2300,20,1975,2,Single Family Residence,2500000
0,433 Lasata Dr,Tracy,95377,3,2.5,1858,0.135,2005,2,Single Family Residence,520000
1,4594 Crapapple Ct,Tracy,95377,4,3,2989,0.176,2001,2,Single Family Residence,609999
2,1330 Bluegrass Ln,Tracy,95377,3,2,1334,0.129,1991,2,Single Family Residence,448888
3,109 Wisteria Ln,Tracy,95377,5,3,2720,0.14,2002,2,Single Family Residence,585000
4,1548 Michael Drive,Tracy,95377,5,3,2999,0.124,2001,2,Single Family Residence,619950
5,2891 Compton Pl,Tracy,95377,4,4,2888,0.133,2003,2,Single Family Residence,595000
6,2097 Babcock Ln,Tracy,95377,5,3,2841,0.13,2004,2,Single Family Residence,585000
7,4681 Glenhaven Dr,Tracy,95377,6,3,2977,0.18,2004,2,Single Family Residence,589000
8,3128 Tostalinda Drive,Tracy,95377,4,3.5,2565,0.111,2019,2,Single Family Residence,624584
9,3158 Tostalinda Drive,Tracy,95377,5,3,2648,0.11,2019,2,Single Family Residence,637559
10,3108 Tostalinda Drive,Tracy,95377,4,3.5,2565,0.099,2019,2,Single Family Residence,625505
11,3088 Tostalinda Drive,Tracy,95377,4,3,2340,0.099,2019,2,Single Family Residence,570229
12,3149 Tostalinda Drive,Tracy,95377,4,3.5,2565,0.099,2019,2,Single Family Residence,619356
13,109 Wisteria Lane,Tracy,95377,5,3,2720,0.14,2002,2,Single Family Residence,585000
14,4080 Comstock Pl,Tracy,95377,4,3.5,3378,0.165,2017,2,Single Family Residence,739000
15,4549 English Oaks Ave,Tracy,95377,5,3,3319,0.142,2001,2,Single Family Residence,598000
16,4276 Oakridge Dr,Tracy,95377,4,3,2588,0.172,2000,3,Single Family Residence,590000
17,4276 Oakridge Drive,Tracy,95377,4,3,2588,0.172,2000,3,Single Family Residence,590000
18,4100 Comstock Pl,Tracy,95377,4,2.5,2574,0.165,2016,2,Single Family Residence,640000
19,3247 Ormonde Ct,Tracy,95377,4,3,2158,0.106,2004,2,Single Family Residence,530000
20,1120 Whispering Wind Drive,Tracy,95377,4,2.5,2989,0.145,2001,2,Single Family Residence,559000
21,1554 Grace Ct,Tracy,95377,5,3,2487,0.147,2000,3,Single Family Residence,549500
22,2951 Compton Pl,Tracy,95377,4,3,2888,0.138,2003,3,Single Family Residence,598000
23,624 Presidio,Tracy,95377,5,3,2527,0.15,2002,2,Single Family Residence,595000
24,3193 Remington Way,Tracy,95377,5,4.5,5083,0.338,2004,3,Single Family Residence,1299950
25,2379 Ogden Sannazor Ct,Tracy,95377,5,4,3123,0.18,2004,2,Single Family Residence,595000
26,2760 Shofield Ln,Tracy,95377,4,2.5,2498,0.136,2003,2,Single Family Residence,560000
0,1120 Hepburn Ct,Tracy,95376,4,3,2651,0.192,1995,3,Single Family Residence,555000
1,736 Robert L Smith Dr,Tracy,95376,3,2,1213,0.094,1998,2,Single Family Residence,445000
2,600 Gianelli St,Tracy,95376,4,2.5,2197,0.133,1990,2,Single Family Residence,539000
3,790 W Mount Diablo Ave,Tracy,95376,4,3,1547,0.139,1993,2,Single Family Residence,489000
4,425 W Clover,Tracy,95376,3,2,1191,0.081,1986,2,Single Family Residence,379000
5,425 W Clover Rd,Tracy,95376,3,2,1191,0.081,1986,2,Single Family Residence,379000
6,646 Tantaros Ln,Tracy,95376,4,3,2706,0.117,2017,2,Single Family Residence,625000
7,1940 Hafla Ct,Tracy,95376,6,6,4470,0.239,2005,2,Single Family Residence,849000
8,2567 Remy Cantos Dr,Tracy,95376,4,3,3235,0.126,2017,2,Single Family Residence,699999
9,329 W 21st Street,Tracy,95376,3,1,1154,0.127,1947,1,Single Family Residence,375000
10,1375 W Lowell Ave,Tracy,95376,5,3,2715,0.154,1976,2,Single Family Residence,524950
11,3241 Arnaudo Ln,Tracy,95376,3,2.5,2078,0.145,1979,2,Single Family Residence,484474
12,2875 Atlanta Drive,Tracy,95376,4,2,1854,0.176,1985,2,Single Family Residence,474000
0,232 Kerry Cmn,Fremont,94536,4,2.5,1664,0.082,1988,2,Single Family Residence,998995
1,Cabrillo Dr,Fremont,94536,3,2,1108,0.131,1965,2,Single Family Residence,849999
2,38221 Glenview Dr,Fremont,94536,3,2,1852,0.27,1955,2,Single Family Residence,1100000
3,37787 Elliot St,Fremont,94536,3,2,1202,0.161,1950,2,Single Family Residence,1029888
4,4655 Alhambra Dr,Fremont,94536,3,2,1526,0.13,1958,2,Single Family Residence,949000
5,311 Grau Dr,Fremont,94536,4,3,1986,0.121,1995,2,Single Family Residence,1299800
6,4170 Mattos Dr,Fremont,94536,4,2,1808,0.216,1956,2,Single Family Residence,1419950
7,35284 Aquado Ct,Fremont,94536,4,3,1697,0.133,1966,2,Single Family Residence,1099900
8,4170 Mattos Dr,Fremont,94536,4,2,1808,0.216,1956,2,Single Family Residence,1419950
9,5124 Keystone Dr,Fremont,94536,3,2,1332,0.16,1954,2,Single Family Residence,1148000
10,1078 Canyon Creek Ter,Fremont,94536,5,3,3340,0.26,1991,2,Single Family Residence,1638800
11,4836 Driftwood Dr,Fremont,94536,3,2,1119,0.128,1954,2,Single Family Residence,900000
12,1557 Gilbert Pl,Fremont,94536,4,2,1987,0.26,1984,2,Single Family Residence,1249868
13,4655 Alhambra Dr,Fremont,94536,3,2,1526,0.13,1958,2,Single Family Residence,949000
14,4550 Norris Rd,Fremont,94536,5,3,2643,0.217,1959,2,Single Family Residence,1590000
15,4550 Norris Rd,Fremont,94536,5,3,2643,0.217,1959,2,Single Family Residence,1590000
16,4565 El Cajon Ave,Fremont,94536,3,2,1150,0.124,1956,2,Single Family Residence,825000
17,37807 Freesia Ct,Fremont,94536,5,4.5,3400,0.158,2000,2,Single Family Residence,2198000
18,20 Montalban Dr,Fremont,94536,4,2.5,1706,0.14,1984,2,Single Family Residence,1050000
19,36403 Sea Breeze Common,Fremont,94536,3,3,1753,0.048,2004,1,Single Family Residence,1028888
20,35576 Purcell Pl,Fremont,94536,5,2,2015,0.133,1967,2,Single Family Residence,1199999
21,35476 Tampico Rd,Fremont,94536,3,2.5,1790,0.139,1995,2,Single Family Residence,1300000
22,35476 Tampico Rd,Fremont,94536,3,2.5,1790,0.139,1995,2,Single Family Residence,1300000
23,404 De Salle Ter,Fremont,94536,3,2.5,1870,0.13,1991,2,Single Family Residence,1225000
24,35858 Alcazar Ct,Fremont,94536,3,2,1644,0.139,1965,2,Single Family Residence,1100000
25,36867 Dauphine Ave,Fremont,94536,3,2,1680,0.138,1961,2,Single Family Residence,1188800
26,36867 Dauphine Avenue,Fremont,94536,3,2,1680,0.138,1961,2,Single Family Residence,1188800
27,4894 Mattos Dr,Fremont,94536,4,2.5,2262,0.22,1953,2,Single Family Residence,1399000
28,4253 Canfield Dr,Fremont,94536,3,2.5,2174,0.202,1966,2,Single Family Residence,1428000
29,38840 Blacow Rd,Fremont,94536,3,2,1515,0.186,1966,3,Single Family Residence,1150000
30,4621 Bianca Dr,Fremont,94536,3,2,1107,0.138,1958,2,Single Family Residence,988888
0,1626 Illinois St,Vallejo,94590,3,1,2188,0.19,1935,1,Single Family Residence,499000
1,1225 Ohio,Vallejo,94590,5,3,3118,0.5,1914,2,Single Family Residence,629800
2,618 Lemon St,Vallejo,94590,8,3.5,3948,0.165,1990,12,Single Family Residence,788000
3,610 Sonoma Blvd,Vallejo,94590,3,2,1148,0.138,2003,2,Single Family Residence,399000
4,547 Jade Cir,Vallejo,94590,3,2.5,1533,0.075,2000,2,Single Family Residence,498000
5,306 Phelan Ave,Vallejo,94590,1,1,889,0.06,1940,1,Single Family Residence,279000
6,51 Carroll St,Vallejo,94590,3,2,1808,0.145,1936,1,Single Family Residence,439000
0,18800 Melvin Ave,Sonoma,95476,3,1.5,1105,0.165,1956,0,Single Family Residence,674888
0,1327 Firview Dr,Calistoga,94515,3,2,1853,0.161,1940,2,Single Family Residence,1749000
0,159 Suncliff Pl,Vallejo,94591,4,3,1863,0.098,1995,2,Single Family Residence,575000
1,3384 Shadeland Ct,Concord,94591,3,2,2250,0.38,1953,2,Single Family Residence,739000
2,95 Del Sur St,Vallejo,94591,3,3,1507,0.07,1992,2,Single Family Residence,460000
3,184 Chesapeake Dr,Vallejo,94591,4,3,2589,0.51,1988,2,Single Family Residence,687999
4,9043 Cambridge Cir,Vallejo,94591,6,3,2829,0.082,2005,2,Single Family Residence,599950
5,247 Jordan Street,Vallejo,94591,5,4,2109,0.22,1953,0,Single Family Residence,385000
6,100 Zamora Ct,Vallejo,94591,3,2,1283,0.22,1973,2,Single Family Residence,449950
7,1407 Eucalyptus Dr,Vallejo,94591,5,2.5,2491,0.073,2011,3,Single Family Residence,574950
8,151 Shady Ln,Vallejo,94591,4,2.5,2230,0.13,1981,2,Single Family Residence,479950
0,251 Somerville Dr,Vacaville,95687,3,2.5,1516,0.104,1994,2,Single Family Residence,399900
0,19 Haven Way,Napa,94558,4,3.5,3587,0.149,2004,3,Single Family Residence,1065000
1,3260 Redwood Rd,Napa,94558,3,3,3544,3.22,1953,2,Single Family Residence,2300000
2,1025 Matt Dr,Napa,94558,3,2,1951,0.211,1972,2,Single Family Residence,639000
3,1771 Wooden Valley,Napa,94558,2,1,763,0.88,1930,0,Single Family Residence,475000
0,2121 Beaujolais Ct,Fairfield,94533,3,2,1680,0.13,2001,2,Single Family Residence,399000
1,1713 Daniel Ct,Fairfield,94533,4,3.5,1560,0.98,1984,2,Single Family Residence,429000
2,2287 Cambridge Dr,Fairfield,94533,4,2,1647,0.14,1970,2,Single Family Residence,350000
3,5266 Jacque Bell Ln,Fairfield,94533,3,2.5,3059,0.138,2014,3,Single Family Residence,650000
4,358 E Alaska Ave,Fairfield,94533,4,2,1468,0.16,1968,2,Single Family Residence,391000
5,5227 Pavilion,Fairfield,94533,5,4,3118,0.276,1996,3,Single Family Residence,749000
6,222 Explorer,Martinez,94533,4,2.5,2271,0.173,2004,2,Single Family Residence,699000
7,3909 Danbury Way,Fairfield,94533,5,3,3048,0.222,2005,2,Single Family Residence,630000
0,1130 Deputy Drive,Pope Valley,94567,5,2,1524,0.31,1982,2,Single Family Residence,269000
1,555 Spur St,Pope Valley,94567,3,2,1334,0.431,2007,0,Single Family Residence,151000
2,2656 Harness Dr,Pope Valley,94567,3,2,1536,0.322,1989,2,Single Family Residence,329000
0,10622 Fishery Springs Rd,Loch Lomond,95461,2,1,840,0.136,1948,0,Single Family Residence,189000
1,11240 Loch Lomond Rd,Cobb,95461,3,2,1710,2.05,1997,2,Single Family Residence,369500
2,21339 Valley Oak Dr,Middletown,95461,3,2.5,2324,0.57,2003,3,Single Family Residence,624900
3,21749 Meadow Vista Ct,Middletown,95461,3,2,2439,80,1999,4,Single Family Residence,1395000
4,19665 Oat Hill Rd,Middletown,95461,4,1.5,1574,0.003,1945,0,Single Family Residence,1250000
5,11725 Loch Lomond Rd,Loch Lomond,95461,2,2.5,1450,1.068,1954,2,Single Family Residence,299000
6,18720 Grange Rd,Middletown,95461,2,2,1552,10.08,1985,2,Single Family Residence,659000
7,10720 Sycamore Rd,Loch Lomond,95461,2,2,896,0.147,2007,1,Single Family Residence,199900
8,23180 Shady Grove Rd,Middletown,95461,2,1,960,47.36,1951,0,Single Family Residence,899000
9,9426 Rockys Rd,Middletown,95461,3,3,2036,5.35,1992,3,Single Family Residence,575000
10,21201 Stewart St,Middletown,95461,3,2,1572,0.23,2018,2,Single Family Residence,414900
11,14507 Western Mine Rd,Middletown,95461,3,3.5,3355,82,1998,0,Single Family Residence,995000
12,12361 Black Oak Dr,Loch Lomond,95461,2,2,1100,0.141,1966,0,Single Family Residence,215000
13,15336 Western Mine Rd,Middletown,95461,2,1,1326,22.46,1946,0,Single Family Residence,499500
14,14051 Ettawa Springs Rd,Middletown,95461,4,0,2232,0.003,1900,0,Single Family Residence,895000
0,8245 Spring Dr,Forestville,95436,3,2,1010,0.082,1945,0,Single Family Residence,447500
0,1327 Firview Dr,Calistoga,94515,3,2,1853,0.161,1940,2,Single Family Residence,1749000
0,183 Oak Shadow Dr,Santa Rosa,95409,2,2,1665,0.248,1970,2,Single Family Residence,699500
1,344 Singing Brook Cir,Santa Rosa,95409,3,2,2005,0.086,1989,2,Single Family Residence,869900
2,401 Kylie Ln,Santa Rosa,95409,3,3,1554,0.054,2016,1,Single Family Residence,525000
3,Sonoma Highway,Santa Rosa,95409,4,3,3477,33,1880,1,Single Family Residence,7950000
0,3744 Marin St,Clearlake,95422,2,2,952,0.106,1970,0,Single Family Residence,200000
1,15962 44th Ave,Clearlake,95422,3,2,1264,0.114,2014,2,Single Family Residence,199900
2,3711 Oak Dr,Clearlake,95422,2,2.5,1581,1.3,1988,2,Single Family Residence,269000
3,3930 Oak Dr,Clearlake,95422,3,1,1536,0.209,1961,0,Single Family Residence,495000
4,3561 Halika St,Clearlake,95422,3,2,1100,0.115,1965,0,Single Family Residence,219900
5,3526 Blue Gum St,Clearlake,95422,2,1,768,0.114,1967,0,Single Family Residence,125000
6,15943 35th Ave,Clearlake,95422,3,2,1200,0.121,1993,2,Single Family Residence,189750
7,11523 Lakeshore Dr,Clearlake,95422,2,1.5,928,0.515,1965,0,Single Family Residence,218500
8,14805 Hillcrest Ave,Clearlake,95422,2,1,1148,0.172,1964,1,Single Family Residence,140000
9,7019 Meadowbrook Dr,Clearlake,95422,4,2.5,1550,0.164,1961,2,Single Family Residence,249999
10,16035 19th Ave,Clearlake,95422,3,2,1404,0.117,2006,2,Single Family Residence,189995
11,14352 Ridge Rd,Clearlake,95422,2,2,1079,0.122,1981,2,Single Family Residence,165000
12,15508 37th Ave.,Clearlake,95422,3,2,1300,0.13,2007,2,Single Family Residence,234000
13,6870 Meadowbrook Dr,Clearlake,95422,4,1.5,1270,0.192,1978,2,Single Family Residence,250000
14,2944 8th St,Clearlake,95422,3,2,1290,0.231,1973,0,Single Family Residence,139000
15,3911 Villa Ave,Clearlake,95422,4,3,2560,0.11,2004,2,Single Family Residence,299500
16,12150 North Dr,Clearlake,95422,3,2,1360,3.32,1983,2,Single Family Residence,425000
17,14208 Hale St,Clearlake,95422,3,1,944,0.123,1960,0,Single Family Residence,129500
18,15117 Harbor Ln,Clearlake,95422,2,2,1568,0.277,1975,2,Single Family Residence,329000
19,2816 Robin Ln,Clearlake,95422,3,2,1400,0.625,1968,2,Single Family Residence,279900
20,13319 Lakeshore Dr,Clearlake,95422,4,2,1638,0.201,1978,1,Single Family Residence,545000
21,14190 Konocti St,Clearlake,95422,2,2,1200,0.057,1960,1,Single Family Residence,80000
22,4691 W 40th St,Clearlake,95422,2,1.5,1190,0.188,1946,2,Single Family Residence,190000
23,3785 Oak Ave,Clearlake,95422,3,2,1500,0.115,1979,2,Single Family Residence,250000
24,4055 Mesa Dr,Clearlake,95422,3,1,1700,0.163,1952,2,Single Family Residence,424000
