,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
30,"
                  2546 28th Ave,
                  ",San Francisco,CA,94116,"$1,595,000",4,4,"2,190","3,049",37.739881,-122.484814
31,"
                  2711 40th Ave,
                  ",San Francisco,CA,94116,"$1,300,000",4,2,"1,212","1,751",37.736176,-122.49802
32,"
                  2046 48th Ave,
                  ",San Francisco,CA,94116,"$1,895,000",4,2.5,"2,030","3,049",37.748253,-122.506898
33,"
                  2066 23rd Ave,
                  ",San Francisco,CA,94116,"$1,235,000",2,2,"1,350","3,049",37.749095,-122.480083
34,"
                  2775 40th Ave,
                  ",San Francisco,CA,94116,"$1,495,000",4,3,"1,947","9,148",37.735072,-122.498125
35,"
                  2405 32nd Ave,
                  ",San Francisco,CA,94116,"$2,900,000",5,5,"3,964","3,049",37.742016,-122.489729
36,"
                  2100 46th Ave,
                  ",San Francisco,CA,94116,"$1,395,000",3,2,"1,803","3,049",37.747238,-122.504685
37,"
                  866 Pacheco St,
                  ",San Francisco,CA,94116,"$1,698,000",3,2.5,"1,864","3,920",37.753955,-122.469449
38,"
                  2355 46th Ave,
                  ",San Francisco,CA,94116,"$1,288,000",3,2,"1,550","3,001",37.742591,-122.505008
39,"
                  2295 14th Ave,
                  ",San Francisco,CA,94116,"$1,740,000",3,2,"2,048","2,178",37.745288,-122.470651
40,"
                  2071 35th Ave,
                  ",San Francisco,CA,94116,"$1,289,000",4,3,"1,766","3,049",37.748429,-122.493596
41,"
                  2828 Wawona St,
                  ",San Francisco,CA,94116,"$1,196,000",3,2,"1,475","2,500",37.736732,-122.497321
1,"
                  1543 Cole St,
                  ",San Francisco,CA,94117,"$3,895,000",3,3.5,"3,036","2,614",37.760226,-122.449119
2,"
                  1517 Shrader St,
                  ",San Francisco,CA,94117,"$2,680,000",4,2,"2,430","4,356",37.761111,-122.450888
3,"
                  1151-1153 Fell St,
                  ",San Francisco,CA,94117,"$1,900,000",4,2,"2,788","2,614",37.773918,-122.436796
4,"
                  1342 Hayes St,
                  ",San Francisco,CA,94117,"$4,885,000",4,3.5,"3,765","3,485",37.775178,-122.438595
5,"
                  294 Upper Ter,
                  ",San Francisco,CA,94117,"$1,895,000",3,2,,"2,178",37.762716,-122.445586
6,"
                  267 Buena Vista Ave E,
                  ",San Francisco,CA,94117,"$3,295,000",3,3,"2,400","2,178",37.768005,-122.439133
7,"
                  128 Woodland Ave,
                  ",San Francisco,CA,94117,"$4,200,000",4,3.5,"3,514","2,614",37.761983,-122.453218
8,"
                  1284 Stanyan St,
                  ",San Francisco,CA,94117,"$3,600,000",2,2,"1,445",0.23,37.759981,-122.451247
9,"
                  126 Cole St,
                  ",San Francisco,CA,94117,"$2,500,000",6,1,"2,300","2,614",37.773882,-122.450794
1,"
                  3800 Washington St,
                  ",San Francisco,CA,94118,"$30,000,000",9,7.5,,0.47,37.789136,-122.455972
2,"
                  3530 Washington St,
                  ",San Francisco,CA,94118,"$10,250,000",5,4.5,"6,245","3,049",37.789714,-122.451257
3,"
                  3990 Washington St,
                  ",San Francisco,CA,94118,"$9,950,000",6,6.5+,"7,600","4,443",37.788606,-122.459065
4,"
                  55 Palm Ave,
                  ",San Francisco,CA,94118,"$6,995,000",6,6.5,"6,305","4,792",37.784634,-122.458322
5,"
                  766 10th Ave,
                  ",San Francisco,CA,94118,"$1,875,000",3,3.5,"2,100",,37.773934,-122.467739
6,"
                  3363 Washington St,
                  ",San Francisco,CA,94118,"$4,995,000",6,5.5,,"4,792",37.78956,-122.448209
7,"
                  449 Parker Ave,
                  ",San Francisco,CA,94118,"$5,700,000",5,5,"5,150","6,600",37.778464,-122.453864
8,"
                  115 Walnut St,
                  ",San Francisco,CA,94118,"$6,500,000",3,3.5,"2,925","3,485",37.790086,-122.449438
9,"
                  233 Stanyan St,
                  ",San Francisco,CA,94118,"$1,995,000",2,2,,"2,178",37.776724,-122.455316
10,"
                  2028 McAllister St,
                  ",San Francisco,CA,94118,"$3,895,000",5,5.5,"3,585","3,485",37.77717,-122.445536
11,"
                  318 6th Ave,
                  ",San Francisco,CA,94118,"$1,998,800",3,3,"2,450","3,049",37.782337,-122.46405
12,"
                  3 Cook St,
                  ",San Francisco,CA,94118,"$1,995,000",3,2.5,,"4,356",37.783598,-122.452828
13,"
                  708 2nd Ave,
                  ",San Francisco,CA,94118,"$2,999,000",5,3,"3,418","3,485",37.775323,-122.459275
14,"
                  631 12th Ave,
                  ",San Francisco,CA,94118,"$1,975,000",4,3,"2,250","3,920",37.776248,-122.470711
15,"
                  414 12th Ave,
                  ",San Francisco,CA,94118,"$2,595,000",3,3.5,"2,930","3,049",37.780127,-122.470332
16,"
                  538 16th Ave,
                  ",San Francisco,CA,94118,"$1,595,000",3,1,"2,340","3,049",37.777856,-122.47456
17,"
                  2736 Fulton St,
                  ",San Francisco,CA,94118,"$2,998,000",5,5.5,"3,270","2,831",37.774234,-122.461259
18,"
                  415 Cornwall St,
                  ",San Francisco,CA,94118,"$1,695,000",3,2,"2,584","2,614",37.784594,-122.463833
1,"
                  140 Sea Cliff Ave,
                  ",San Francisco,CA,94121,"$19,500,000",5,5.5,"6,305","6,970",37.789056,-122.487309
2,"
                  494 46th Ave,
                  ",San Francisco,CA,94121,"$1,599,000",3,1.5,"1,444","3,106",37.779294,-122.506977
3,"
                  841 47th Ave,
                  ",San Francisco,CA,94121,"$2,098,000",5,4,"2,897","3,485",37.77254,-122.508158
4,"
                  255 28th Ave,
                  ",San Francisco,CA,94121,"$3,495,000",4,3.5,"3,225","3,049",37.784571,-122.488607
5,"
                  5440 Anza St,
                  ",San Francisco,CA,94121,"$2,590,000",5,4,"2,828","3,049",37.777431,-122.506774
6,"
                  715 32nd Ave,
                  ",San Francisco,CA,94121,"$2,995,000",5,6,"3,060","3,049",37.775525,-122.492259
7,"
                  414 36th Ave,
                  ",San Francisco,CA,94121,"$3,998,000",5,4,"3,968","4,356",37.781178,-122.496375
8,"
                  895 46th Ave,
                  ",San Francisco,CA,94121,"$1,690,000",6,3,"2,258","1,307",37.771679,-122.506916
9,"
                  663 22nd Ave,
                  ",San Francisco,CA,94121,"$2,950,000",4,6,"3,425","3,049",37.775259,-122.481491
10,"
                  763 45th Ave,
                  ",San Francisco,CA,94121,"$1,000,000",2,2,"1,285","3,049",37.774133,-122.506129
11,"
                  882 37th Ave,
                  ",San Francisco,CA,94121,"$1,199,000",2,1,"1,565","2,178",37.77235,-122.496814
12,"
                  810 42nd Ave,
                  ",San Francisco,CA,94121,"$1,328,000",3,3.5,"1,695","2,178",37.77334,-122.502228
13,"
                  546 33rd Ave,
                  ",San Francisco,CA,94121,"$1,798,000",5,5,"1,975","3,049",37.778759,-122.49291
14,"
                  762 48th Ave,
                  ",San Francisco,CA,94121,"$1,530,000",4,3,"2,130","3,049",37.774003,-122.508677
15,"
                  571 34th Ave,
                  ",San Francisco,CA,94121,"$1,298,000",2,1,"1,446","3,049",37.778269,-122.494608
16,"
                  635 24th Ave,
                  ",San Francisco,CA,94121,"$1,695,000",3,2,,"3,049",37.777478,-122.483801
17,"
                  463 27th Ave,
                  ",San Francisco,CA,94121,"$2,000,000",5,3,"2,282","3,001",37.780737,-122.487261
18,"
                  494-498 35th Ave,
                  ",San Francisco,CA,94121,"$2,098,000",4,3.5,,"3,049",37.779914,-122.495296
