Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
8886 Lancaster Dr,Rohnert Park,CA,94928,579000,4,2,1344,6652,38.320356,-122.685498
959 Ellen Ct,Rohnert Park,CA,94928,669000,4,2,1408,7710,38.354534,-122.690538
6039 Dolores Dr,Rohnert Park,CA,94928,730000,4,3,2224,11761.2,38.354566,-122.703316
4565 Hillview Ct,Rohnert Park,CA,94928,569000,3,2,1470,3681,38.364494,-122.689523
4449 Hollingsworth Cir,Rohnert Park,CA,94928,675000,4,3,2202,7139,38.368411,-122.698208
4523 Heron Ct,Rohnert Park,CA,94928,589000,4,3,1668,4800,38.365879,-122.690233
8111 Santa Barbara Dr,Rohnert Park,CA,94928,589000,4,2,1600,5998,38.332746,-122.693417
1601 Kassidy Pl,Rohnert Park,CA,94928,799000,5,3,2839,4208,38.348354,-122.678283
579 Anson Ave,Rohnert Park,CA,94928,479000,3,2,1200,6100,38.341503,-122.699129
5346 Kelliann Pl,Rohnert Park,CA,94928,635900,3,2.5,1836,,38.347035,-122.676459
Residence 4,Rohnert Park,CA,94928,758748,4,3.5,2600,,38.346267,-122.671441
Residence 1,Rohnert Park,CA,94928,660069,3,2.5,1695,,38.346267,-122.671441
Residence 2,Rohnert Park,CA,94928,684885,3,2.5,1910,,38.346267,-122.671441
Samson,Rohnert Park,CA,94928,669950,3,2.5,2430,,38.349928,-122.676545
Sandoval,Rohnert Park,CA,94928,684950,3,2.5,2500,,38.349928,-122.676545
5200 Kim Pl,Rohnert Park,CA,94928,629000,3,2.5,2007,3025,38.346792,-122.678662
5506 Kennedy Pl,Rohnert Park,CA,94928,665000,4,3,2371,3404,,
5660 Kelsey Pl,Rohnert Park,CA,94928,711100,3,2.5,1910,4000,38.346267,-122.671441
1853 Kelly Pl,Rohnert Park,CA,94928,699000,4,3,2342,3644,,
3500 Moorland Ave,Santa Rosa,CA,95407,555000,3,1,988,35719.2,38.391926,-122.717148
824 Olive St,Santa Rosa,CA,95407,423000,2,1,662,5001,38.429137,-122.717007
2901 W Creek Ln,Santa Rosa,CA,95407,605000,4,3,2193,5698,38.413659,-122.748902
3250 Boron Ave,Santa Rosa,CA,95407,485000,3,2.5,1265,3350,38.405887,-122.728198
966 Leddy Ave,Santa Rosa,CA,95407,499000,3,2,1876,16117.2,38.422641,-122.766128
633 Olive St,Santa Rosa,CA,95407,293000,2,1.5,973,1119,38.430087,-122.718441
739 Southwood Dr,Santa Rosa,CA,95407,429000,3,1,990,5998,38.41761,-122.728676
1763 Rose Ave,Santa Rosa,CA,95407,799000,2,1,1154,57499.2,38.425838,-122.739515
870 Butler Ave,Santa Rosa,CA,95407,1200000,3,2,1735,145054.8,38.398586,-122.743831
2216 Burbank Ave,Santa Rosa,CA,95407,2000000,2,1,1352,130680,38.41654,-122.732345
3998 Walker Ave,Santa Rosa,CA,95407,775000,3,1,1175,140698.8,38.375771,-122.762368
979 Brunello Dr,Santa Rosa,CA,95407,644975,4,2.5,1900,,38.425763,-122.759818
101 Sebastopol Ave,Santa Rosa,CA,95407,539000,3,2,1231,4648,38.432183,-122.71957
1450 S Wright Rd,Santa Rosa,CA,95407,799000,3,2,1648,23958,38.41188,-122.768427
2920 W Creek Ln,Santa Rosa,CA,95407,575000,3,2.5,2129,4600,38.413128,-122.748376
3640 Primrose Ave,Santa Rosa,CA,95407,729000,3,2,1404,20908.8,38.391941,-122.734936
1420 Gloria Dr,Santa Rosa,CA,95407,425000,2,1,856,12632.4,38.41524,-122.72769
2961 Sweet Grass Ln,Santa Rosa,CA,95407,622900,4,3,2376,5643,38.412606,-122.749636
902 Billie Jean St,Santa Rosa,CA,95407,615000,4,2.5,2052,4347,38.427584,-122.761478
1316 Yuba Dr,Santa Rosa,CA,95407,649900,3,3,1538,13068,38.406868,-122.756286
4557 Earhart Ave,Santa Rosa,CA,95407,539900,3,2.5,1246,3960,38.413293,-122.758156
483 Ward Rd,Santa Rosa,CA,95407,565000,2,1,1056,21780,38.389471,-122.705349
1125 Butler Ave,Santa Rosa,CA,95407,750000,2,2,1264,168577.2,38.399581,-122.752782
3872 Hogan Ave,Santa Rosa,CA,95407,575000,3,2.5,1776,3088,38.426228,-122.761035
3326 Canyonlands Ave,Santa Rosa,CA,95407,494500,3,2.5,1298,3912,38.404128,-122.727156
4656 Arlington Ave,Santa Rosa,CA,95407,3895000,4,3,2233,199940.4,38.366839,-122.752777
284 Scenic Ave,Santa Rosa,CA,95407,679900,2,1,1112,87120,38.375325,-122.723214
Residence A,Santa Rosa,CA,95407,399000,3,3,1298,,38.41732,-122.72196
2445 Marilyn Ct,Santa Rosa,CA,95407,495000,3,2,1108,6399,38.419903,-122.745641
Plan C,Santa Rosa,CA,95407,478990,3,2.5,1195,,38.431785,-122.720323
Residence B,Santa Rosa,CA,95407,408325,3,2.5,1291,,38.41732,-122.72196
1222 Tapadera Dr,Santa Rosa,CA,95407,598000,3,2,1204,13068,38.407778,-122.75407
,Santa Rosa,CA,95407,840000,3,2,1362,30056.4,38.376961,-122.763216
Plan A,Santa Rosa,CA,95407,524990,3,2.5,1317,,38.431785,-122.720323
Plan B,Santa Rosa,CA,95407,546990,4,2.5,1530,,38.431785,-122.720323
967 Brunello Dr,Santa Rosa,CA,95407,718801,5,3.5,2450,4330,38.425763,-122.759818
961 Brunello Dr,Santa Rosa,CA,95407,631321,4,2.5,1900,4225,38.425763,-122.759818
475 Blythewood Pl,Santa Rosa,CA,95407,483990,3,2.5,1195,1200,,
Plan D,Santa Rosa,CA,95407,562990,4,2.5,1659,,38.431785,-122.720323
House G,Santa Rosa,CA,95407,598500,4,3,1980,,38.425763,-122.759818
House F,Santa Rosa,CA,95407,658500,5,3.5,2450,,38.425763,-122.759818
House E,Santa Rosa,CA,95407,598500,4,2.5,1900,,38.425763,-122.759818
House C,Santa Rosa,CA,95407,553500,3,2,1355,,38.425763,-122.759818
House D,Santa Rosa,CA,95407,583500,4,2.5,1644,,38.425763,-122.759818
14875 Valley Ford Estero Rd,Valley Ford,CA,94972,1675000,1,1,20000,52707.6,38.313719,-122.93026
1100 Valley Ford Freeston Rd,Bodega,CA,94972,3995000,7,6.5,5298,5401440,,
1455 Valley Ford Freestone Rd,Valley Ford,CA,94972,2685000,4,3.5,4360,392040,38.339716,-122.918747
2135 San Antonio Dr,Santa Rosa,CA,95405,737000,4,2,2086,8240,38.433745,-122.660654
4843 Fernglen Dr,Santa Rosa,CA,95405,699000,3,2.5,2283,6970,38.441726,-122.654008
1829 Sherwood Ct,Santa Rosa,CA,95405,749000,3,2.5,2395,19602,38.44964,-122.693578
2114 Spring Creek Dr,Santa Rosa,CA,95405,350000,3,1,1413,14810.4,38.441267,-122.688785
2324 Sierra Creek Cir,Santa Rosa,CA,95405,589000,3,2.5,1773,3319,38.439554,-122.663541
1710 Woodward Dr,Santa Rosa,CA,95405,648000,4,2.5,2361,7601,38.438338,-122.672374
3553 Fir Dr,Santa Rosa,CA,95405,749000,4,2,1863,7758,38.437011,-122.675891
3230 Magowan Dr,Santa Rosa,CA,95405,669000,3,2,1008,7701,38.447518,-122.678673
4958 Hoen Ave,Santa Rosa,CA,95405,739900,3,2,1782,6151,38.445571,-122.651821
4708 Shade Tree Ln,Santa Rosa,CA,95405,579000,4,2.5,2072,2283,38.439819,-122.661846
1828 Lornadell Ln,Santa Rosa,CA,95405,759000,4,3,2278,7126,38.43327,-122.677841
1926 Montgomery Dr,Santa Rosa,CA,95405,525000,3,2,1341,6686,38.445136,-122.692294
4804 Glencannon St,Santa Rosa,CA,95405,749900,4,2,2024,6652,38.4443,-122.652517
4707 Woodview Dr,Santa Rosa,CA,95405,989000,3,2.5,2260,21780,38.42238,-122.653828
2502 Claremont Dr,Santa Rosa,CA,95405,779995,3,2,1650,5759,38.44427,-122.685145
2233 Midway Dr,Santa Rosa,CA,95405,529600,3,1,961,6434,38.44593,-122.688404
2916 Magowan Dr,Santa Rosa,CA,95405,799500,3,2,1622,6364,38.446659,-122.681732
3390 Magowan Dr,Santa Rosa,CA,95405,775000,3,3,2266,7400,38.448593,-122.674789
1103 Michigan Dr,Santa Rosa,CA,95405,585000,3,2,1528,8076,38.445206,-122.66577
1530 Raegan Way,Santa Rosa,CA,95405,754900,3,2,2049,7200,38.445347,-122.697339
4824 Post Ct,Santa Rosa,CA,95405,725000,3,2.5,2046,7292,38.441018,-122.654849
3023 Santa Margarita Ct,Santa Rosa,CA,95405,1629000,4,3,3473,45738,38.434608,-122.65642
4813 Glencannon St,Santa Rosa,CA,95405,665000,4,2,1804,8799,38.443644,-122.652714
2920 Claremont Dr,Santa Rosa,CA,95405,719000,3,2,1698,6839,38.445239,-122.681269
4729 Muirfield Ct,Santa Rosa,CA,95405,1825000,4,4.5,4027,36590.4,38.422632,-122.651669
2624 Knolls Dr,Santa Rosa,CA,95405,699000,3,2,1771,8184,38.425782,-122.67412
2518 Sonoma Ave,Santa Rosa,CA,95405,469999,2,1,843,6499,38.445043,-122.684953
4975 Hoen Ave,Santa Rosa,CA,95405,775000,3,2.5,1996,6347,38.447213,-122.651947
721 Brentwood Dr,Santa Rosa,CA,95405,612500,3,1,1193,6046,38.442506,-122.689889
1668 Deer Run,Santa Rosa,CA,95405,769000,3,2.5,2278,8799,38.435292,-122.682489
1917 Sonoma Ave,Santa Rosa,CA,95405,475000,2,1,994,5998,38.443682,-122.691666
114 Sherwood Dr,Santa Rosa,CA,95405,757500,4,2.5,2086,7000,38.449746,-122.695617
226 Yates Dr,Santa Rosa,CA,95405,519000,2,1,855,5998,38.447292,-122.68989
3303 Magowan Dr,Santa Rosa,CA,95405,849000,5,3.5,3400,8002,38.448273,-122.678021
4776 SE Hillsboro Cir SE,Santa Rosa,CA,95405,1200000,4,3,2873,21344.4,38.427584,-122.655843
2520 Barona Pl,Santa Rosa,CA,95405,849000,4,2.5,2426,8037,38.429987,-122.662299
1734 Calavaras Dr,Santa Rosa,CA,95405,679000,3,2,1546,5998,38.438697,-122.666611
2145 Orchard St,Santa Rosa,CA,95404,385000,2,1,722,4369,38.461211,-122.71352
519 Corlano Ave,Santa Rosa,CA,95404,523000,3,1,1142,5998,38.436999,-122.699491
,Santa Rosa,CA,95404,1250000,2,2,2060,8250,38.450609,-122.702987
966 Sonoma Ave,Santa Rosa,CA,95404,1525000,4,1.5,3387,13503.6,,
3771 Crown Hill Dr,Santa Rosa,CA,95404,1495000,4,3,3111,12632.4,38.487451,-122.699547
2421 Rancho Cabeza Dr,Santa Rosa,CA,95404,910000,4,3,2472,10018.8,38.463916,-122.699261
1611 Bryden Ln,Santa Rosa,CA,95404,925000,2,2,1346,13068,38.452708,-122.700527
3306 Jeremy Ct,Santa Rosa,CA,95404,1100000,4,3,2939,21780,38.473098,-122.693768
3404 Parker Hill Rd,Santa Rosa,CA,95404,799000,3,2.5,2248,7501,38.475417,-122.703228
1353 Shady Oak Pl,Santa Rosa,CA,95404,649000,3,2,1620,8999,38.467768,-122.678235
3364 Andy Way,Santa Rosa,CA,95404,825000,4,2,1988,7588,38.472597,-122.709822
3220 Nielsen Rd,Santa Rosa,CA,95404,820000,4,2,1988,12196.8,38.471296,-122.710226
5123 Gates Rd,Santa Rosa,CA,95404,799000,3,2,1858,31363.2,38.539322,-122.645815
2348 Rogers Way,Santa Rosa,CA,95404,1449000,4,3,3494,31363.2,38.454216,-122.689031
1969 Manzanita Ave,Santa Rosa,CA,95404,799000,2,2,2480,11325.6,38.468645,-122.68378
3053 Porter Creek Rd,Santa Rosa,CA,95404,1325000,5,3,2253,175982.4,38.556164,-122.699357
2101 Woodside Dr,Santa Rosa,CA,95404,670000,4,3,1960,9500,38.46485,-122.704791
3610 Wallace Rd,Santa Rosa,CA,95404,995000,3,2,2195,19166.4,38.484393,-122.676709
1724 Terrace Way,Santa Rosa,CA,95404,989000,3,2,2216,8455,38.456128,-122.702279
1207 Humboldt St,Santa Rosa,CA,95404,759000,3,2,1500,6399,38.453151,-122.71479
518 Earle St,Santa Rosa,CA,95404,390000,4,1,1416,6499,38.429903,-122.711776
326 SE Brookwood Ave,Santa Rosa,CA,95404,565000,4,3,2189,7728,38.438327,-122.701535
729 McConnell Ave,Santa Rosa,CA,95404,509000,2,1,864,5001,38.454898,-122.713812
4180 Bayberry Dr,Santa Rosa,CA,95404,889000,3,2,2926,43124.4,38.501206,-122.703288
1416 Quail Ct,Santa Rosa,CA,95404,1750000,5,3.5,3279,39204,38.465408,-122.688395
4920 Grange Rd,Santa Rosa,CA,95404,1349000,3,2.5,2481,394653.6,38.374373,-122.632818
842 Breeze Way,Santa Rosa,CA,95404,510000,3,2,1230,6508,38.42115,-122.70398
1948 Belmont Ct,Santa Rosa,CA,95404,749000,3,2,1580,5998,38.451818,-122.695191
4717 Guenza Rd,Santa Rosa,CA,95404,1399000,3,2.5,2273,53578.8,38.379749,-122.647261
557 Lewrosa Way,Santa Rosa,CA,95404,629000,3,2,1648,7423,38.459833,-122.715511
2113 Terrace Way,Santa Rosa,CA,95404,730000,3,2,1640,8120,38.456406,-122.69961
2141 Humboldt St,Santa Rosa,CA,95404,610000,3,2,1631,6599,38.460939,-122.714425
3562 Sleepy Hollow Ct,Santa Rosa,CA,95404,749000,3,2,1693,10890,38.477167,-122.699935
604 Hunter Ln,Santa Rosa,CA,95404,950000,4,2,1743,46173.6,38.38234,-122.691525
921 Monroe St,Santa Rosa,CA,95404,1159000,2,2,1380,7501,38.449122,-122.705762
1115 Fulkerson St,Santa Rosa,CA,95404,450000,2,2,1183,3441,38.455972,-122.709088
6567 Saint Helena Rd,Santa Rosa,CA,95404,849000,2,1,1648,392040,38.52353,-122.627236
3809 Sedgemoore Dr,Santa Rosa,CA,95404,1138000,3,3,2162,7553,38.488409,-122.692557
1154 Humboldt St,Santa Rosa,CA,95404,598000,3,1,1290,7200,38.452407,-122.714096
1049 Aston Cir,Santa Rosa,CA,95404,415000,2,2,996,,38.425342,-122.703409
2111 Hillside Dr,Santa Rosa,CA,95404,775000,3,2,1841,7200,38.464078,-122.700431
915 Vallejo St,Santa Rosa,CA,95404,499900,2,1,922,5001,38.43645,-122.705552
3622 Aaron Dr,Santa Rosa,CA,95404,1250000,5,3.5,3119,7553,38.481019,-122.702542
1426 Quail Ct,Santa Rosa,CA,95404,2600000,5,4,4510,23522.4,,
,Santa Rosa,CA,95403,645000,4,2,1816,8250,38.454295,-122.763105
1924 Bodie St,Santa Rosa,CA,95403,539000,3,2.5,1293,4330,38.466051,-122.756674
2457 Guerneville Rd,Santa Rosa,CA,95403,575000,1,1,408,27878.4,38.45304,-122.766863
3901 Fulton Rd,Santa Rosa,CA,95403,549000,3,1,1354,21344.4,38.501083,-122.77038
1944 Lariat St,Santa Rosa,CA,95403,625000,3,2,1656,8398,38.465049,-122.760629
2000 Diego Ave,Santa Rosa,CA,95403,499000,3,2,1252,4539,38.473223,-122.754393
110 Vineyard View Dr,Santa Rosa,CA,95403,469900,2,1.5,1055,2862,38.496991,-122.753536
840 Shiloh Oaks Rd,Santa Rosa,CA,95403,6950000,7,4.5,8792,1698404.4,38.55311,-122.748589
850 Shiloh Gln,Santa Rosa,CA,95403,3950000,5,5.5,6197,474368.4,38.541176,-122.724556
1957 Seville St,Santa Rosa,CA,95403,625000,3,2.5,1874,8098,38.467387,-122.75841
1675 Wishing Well Way,Santa Rosa,CA,95403,550000,3,2,1188,3415,38.457119,-122.768566
740 Shiloh Ter,Santa Rosa,CA,95403,3800000,3,4,4310,351529.2,38.543476,-122.740434
6097 Shiloh Rdg,Santa Rosa,CA,95403,3500000,4,5.5,7854,500068.8,38.546782,-122.750873
1964 Fountainview Cir,Santa Rosa,CA,95403,899000,4,3,2554,6534,38.477355,-122.716488
2324 Sophia Dr,Santa Rosa,CA,95403,575000,3,2.5,1825,3232,38.476893,-122.769005
3717 Espresso Ct,Santa Rosa,CA,95403,649000,3,2,1470,4500,38.481554,-122.751074
2009 Camino Del Prado,Santa Rosa,CA,95403,669000,3,2.5,1828,4600,38.475387,-122.752728
6085 Shiloh Rdg,Santa Rosa,CA,95403,4200000,4,5.5,7854,1045440,,
2000 Red Oak Dr,Santa Rosa,CA,95403,615000,4,2.5,1870,4892,38.468423,-122.761024
3547 Banyan St,Santa Rosa,CA,95403,629000,4,2.5,2001,5942,38.475441,-122.742611
2427 Guerneville Rd,Santa Rosa,CA,95403,599000,3,2,1808,7523,38.453181,-122.766362
349 Gazania Ct,Santa Rosa,CA,95403,644000,4,2,1953,7085,38.512749,-122.757081
1865 Bodie St,Santa Rosa,CA,95403,514000,3,2.5,1343,3892,38.466486,-122.756396
3562 Sweetgum St,Santa Rosa,CA,95403,559000,4,2,1539,5998,38.475935,-122.742956
185 Willowgreen Pl,Santa Rosa,CA,95403,895000,4,3,2437,,38.493546,-122.744548
77 Dorchester Dr,Santa Rosa,CA,95403,979000,3,2.5,1849,12196.8,38.49543,-122.743858
2310 Mikayla Dr,Santa Rosa,CA,95403,459000,2,1,860,3589,38.476688,-122.75734
5021 Deerwood Dr,Santa Rosa,CA,95403,690000,4,2.5,2068,6000,38.505045,-122.761064
1956 Genero Ln,Santa Rosa,CA,95403,550000,3,2,1200,4569,38.466664,-122.758153
1900 Viewpointe Cir,Santa Rosa,CA,95403,629000,3,2.5,1212,5554,38.477386,-122.715779
2418 Zurlo Ct,Santa Rosa,CA,95403,589000,3,2,1446,8028,38.465607,-122.767278
3727 Hennessy Pl,Santa Rosa,CA,95403,589950,3,2,1453,5502,38.480843,-122.752016
2459 Van Patter Dr,Santa Rosa,CA,95403,750000,4,3.5,1728,2653,38.478528,-122.768433
1995 Viewpointe Cir,Santa Rosa,CA,95403,658000,3,2.5,1422,3193,38.476815,-122.715738
3743 View Ct,Santa Rosa,CA,95403,695000,3,2,1621,12196.8,38.481491,-122.743739
210 Darbster Pl,Santa Rosa,CA,95403,883550,4,3,2437,8775,38.49452,-122.745696
2002 Camino Del Prado,Santa Rosa,CA,95403,629000,3,2,1239,5998,38.474995,-122.752339
1838 Bella Vista Way,Santa Rosa,CA,95403,1198000,4,3.5,2765,5423,38.47507,-122.71727
1673 Hopper Ave,Santa Rosa,CA,95403,614950,3,2,1686,5662,38.479354,-122.751978
1848 Palisades Dr,Santa Rosa,CA,95403,989000,4,3,2223,6495,38.47473,-122.717364
"The Terrace, The View and The Panorama",Santa Rosa,CA,95403,1449000,5,5,4003,,0,0
1911 San Miguel Rd,Santa Rosa,CA,95403,800000,3,3,2051,5998,38.474728,-122.748778
1968 Gardenview Cir,Santa Rosa,CA,95403,1135000,4,3,2880,8347,38.478804,-122.71778
1904 Gardenview Cir,Santa Rosa,CA,95403,1095000,4,3,2880,6560,38.480041,-122.718525
4455 Hall Rd,Santa Rosa,CA,95401,949900,3,2.5,2900,28749.6,38.438228,-122.782029
1800 Bancroft Dr,Santa Rosa,CA,95401,439000,3,2,1360,5798,38.434815,-122.747852
1195 Wild Rose Dr,Santa Rosa,CA,95401,699000,4,2.5,2272,8999,38.444784,-122.741376
741 W 8th St,Santa Rosa,CA,95401,559000,3,1.5,1094,11761.2,38.439675,-122.734265
737 Blossom Way,Santa Rosa,CA,95401,499000,3,2,1060,5750,38.443684,-122.737796
1012 Cleveland Ave,Santa Rosa,CA,95401,425000,2,1,1228,1886,38.445343,-122.726485
125 6th St,Santa Rosa,CA,95401,410000,2,1,908,2400,38.439314,-122.720973
910 Kingwood St,Santa Rosa,CA,95401,425000,2,1.5,900,2339,38.442169,-122.731264
1377 Lance Dr,Santa Rosa,CA,95401,459000,2,1,978,8529,38.450683,-122.738434
1890 Greeneich Ave,Santa Rosa,CA,95401,439990,2,1,928,4003,38.450271,-122.749616
302 Brockhurst Dr,Santa Rosa,CA,95401,537900,3,2,1486,5998,38.436391,-122.744098
1549 Moonview Ct,Santa Rosa,CA,95401,495000,3,2,1500,6037,38.449262,-122.750673
1533 Moonview Ct,Santa Rosa,CA,95401,599000,4,3,2184,6037,38.448753,-122.750668
2372 Millay Ct,Santa Rosa,CA,95401,490000,2,2,900,8002,38.445592,-122.762345
508 Sonoma Ave,Santa Rosa,CA,95401,639000,3,2,1385,7048,38.436105,-122.713472
127 Hull St,Santa Rosa,CA,95401,445000,2,1,768,3903,38.434578,-122.726577
3972 W Olivet Rd,Santa Rosa,CA,95401,599900,2,1.5,1502,29620.8,38.469627,-122.817015
2309 Valley West Dr,Santa Rosa,CA,95401,499950,3,2,1240,6081,38.436102,-122.759049
1619 Edgewood Ln,Santa Rosa,CA,95401,565000,3,2,1676,5998,38.436037,-122.740599
2226 Pimlico Way,Santa Rosa,CA,95401,639500,3,2.5,1908,7200,38.446297,-122.75572
2331 Donna Maria Way,Santa Rosa,CA,95401,535000,3,2,1240,7819,38.435356,-122.759833
2415 Laguna Rd,Forestville,CA,95401,839900,3,2,1968,94089.6,38.472645,-122.851161
343 Boyce St,Santa Rosa,CA,95401,565000,4,2,1813,6534,38.440243,-122.728698
1887 Malibu Cir,Santa Rosa,CA,95401,499000,3,2.5,1300,4282,38.435953,-122.752603
1656 Clover Dr,Santa Rosa,CA,95401,530000,3,2,1255,6817,38.450984,-122.742986
2727 Guerneville Rd,Santa Rosa,CA,95401,949000,3,2,1674,43560,38.45583,-122.77748
408 Denton Way,Santa Rosa,CA,95401,615000,2,1,1223,5950,38.448421,-122.719856
1865 Jennings Ave,Santa Rosa,CA,95401,499950,3,2,1300,7501,38.449905,-122.747246
1105 Putney Dr,Santa Rosa,CA,95401,529000,3,2,1243,6482,38.445707,-122.758757
121 10th St,Santa Rosa,CA,95401,649000,2,2,1457,7000,38.443733,-122.723894
1049 Agnes Ct,Santa Rosa,CA,95401,530000,4,2,1504,6090,38.444261,-122.769182
1866 Tonja Way,Santa Rosa,CA,95401,598000,3,2,1699,6660,38.447549,-122.747456
1117 Glenn St,Santa Rosa,CA,95401,655000,3,2,1203,5401,38.446333,-122.720664
2820 Piner Rd,Santa Rosa,CA,95401,950000,4,2,2338,55321.2,38.466632,-122.780586
2000 Laguna Rd,Santa Rosa,CA,95401,2800000,5,5.5,3817,879040.8,38.464517,-122.843411
466 Sonoma Ave,Santa Rosa,CA,95401,589000,3,1.5,1175,5441,38.4358,-122.714745
270 Oak Tree Ct,Santa Rosa,CA,95401,1099000,3,2.5,3084,20908.8,38.436775,-122.798242
1441 Timberhill Rd,Santa Rosa,CA,95401,879000,2,2,2028,44431.2,38.452288,-122.837822
2380 Millay Ct,Santa Rosa,CA,95401,565000,3,2,1144,7501,38.445573,-122.762813
232 Brockhurst Dr,Santa Rosa,CA,95401,539950,3,2,1362,6159,38.436557,-122.744126
440 Halter Ct,Santa Rosa,CA,95401,1195000,4,3,2714,17859.6,38.441438,-122.771738
2330 Jose Ave,Santa Rosa,CA,95401,560000,4,2,1640,4500,38.432131,-122.759498
4863 Occidental Rd,Santa Rosa,CA,95401,2195000,3,1.5,1358,1373882.4,38.426624,-122.791267
2208 Olivet Rd,Santa Rosa,CA,95401,2850000,3,3.5,1746,527511.6,38.475369,-122.812002
2132 Willow Dr,Petaluma,CA,94954,785000,3,3,2268,13068,38.258499,-122.613497
901 Wood Sorrel Dr,Petaluma,CA,94954,575000,3,2,1276,5227,38.263442,-122.650759
513 Crinella Dr,Petaluma,CA,94954,639000,3,2,1144,5793,38.248988,-122.615853
1637 Jeffrey Dr,Petaluma,CA,94954,652000,4,2.5,2033,5998,38.255171,-122.622878
,Petaluma,CA,94954,17950000,5,5.5,,,38.291496,-122.607047
1456 Pheasant Dr,Petaluma,CA,94954,499000,2,2,1064,5998,38.244318,-122.610997
1586 Creekside Dr,Petaluma,CA,94954,599000,3,2,1486,6032,38.251678,-122.622583
200 Frances Way,Petaluma,CA,94954,4395000,5,4,4200,294465.6,38.279953,-122.634004
310 Crickett Ct,Petaluma,CA,94954,1495000,5,3,3833,10454.4,38.26215,-122.623002
513 Yellowstone Ct,Petaluma,CA,94954,639950,3,2,1702,10454.4,38.258193,-122.639249
1731 Southgate Dr,Petaluma,CA,94954,775000,4,2.5,2153,3393,38.237545,-122.589349
2129 Falcon Ridge Dr,Petaluma,CA,94954,849000,3,2,1810,4783,38.243999,-122.591921
1801 Meadowview Dr,Petaluma,CA,94954,695000,4,2.5,2025,8102,38.248966,-122.604892
1459 Capri Ave,Petaluma,CA,94954,549000,3,2,1368,6168,38.262524,-122.643168
1710 Silverado Cir,Petaluma,CA,94954,764900,5,3,2362,5240,38.240806,-122.594663
2066 Falcon Ridge Dr,Petaluma,CA,94954,985000,4,2.5,3100,6564,38.245125,-122.59245
906 Mustang Ct,Petaluma,CA,94954,1528000,5,4,3597,237837.6,38.274146,-122.63617
101 Eastside Cir,Petaluma,CA,94954,629000,4,2,1513,5998,38.252072,-122.620501
824 Crinella Dr,Petaluma,CA,94954,693000,3,2,1628,5998,38.245981,-122.611398
1419 Morning Glory Dr,Petaluma,CA,94954,595000,3,2,1204,5715,38.264778,-122.650104
17 Pelican Ct,Petaluma,CA,94954,719000,4,3,2128,8851,38.246642,-122.597999
500 Grey Owl Dr,Petaluma,CA,94954,899000,4,3.5,2500,6055,38.261425,-122.619366
104 Marvin Ct,Petaluma,CA,94954,509000,3,1.5,952,6098,38.259925,-122.641675
2004 Gilrix St,Petaluma,CA,94954,595000,3,2,1418,6100,38.255882,-122.615364
2 Arrowhead Ct,Petaluma,CA,94954,839000,3,2.5,1985,5484,38.242066,-122.592801
6 Makena Ct,Petaluma,CA,94954,825000,4,3,2330,6739,38.245299,-122.588298
847 Winton Dr,Petaluma,CA,94954,705000,3,2.5,1806,4935,38.263488,-122.647459
15 Warrick Ct,Petaluma,CA,94954,950000,5,3,2878,7070,38.249458,-122.597709
546 Benbo Dr,Petaluma,CA,94954,809000,4,2.5,2188,5567,38.263807,-122.634446
503 Sonoma Mountain Rd,Petaluma,CA,94954,1225000,3,2,1696,274863.6,38.301179,-122.600844
1719 Rainier Ave,Petaluma,CA,94954,609000,3,2,1362,8176,38.261953,-122.63049
1424 Serpilio Way,Petaluma,CA,94954,564000,2,2,1344,4500,38.25947,-122.64132
2108 Saint Augustine Cir,Petaluma,CA,94954,799500,3,2.5,1881,7122,38.252643,-122.603433
829 Sartori Dr,Petaluma,CA,94954,679000,3,2,1388,7797,38.235721,-122.595031
140 Jeffrey Dr,Petaluma,CA,94954,569000,3,1,958,5998,38.250733,-122.626244
976 Allen St,Petaluma,CA,94954,839000,4,2,2455,8390,38.249467,-122.59701
1757 Tessa Way,Petaluma,CA,94954,795000,4,2.5,2371,3393,38.236946,-122.589444
710 Carlin Ct,Petaluma,CA,94954,528000,3,1,960,5998,38.241186,-122.618161
1532 Weaverly Dr,Petaluma,CA,94954,599000,3,2,1272,5998,38.247586,-122.614903
987 Hogwarts Cir,Petaluma,CA,94954,855000,4,2.5,2226,5279,38.265866,-122.652172
1715 Rainier Ave,Petaluma,CA,94954,600000,3,2,1398,8233,38.26179,-122.630636
445 Sutter St,Petaluma,CA,94954,679000,4,2.5,1907,5998,38.252173,-122.615709
140 Novak Dr,Petaluma,CA,94954,599000,3,2,1056,6300,38.252652,-122.626699
817 Rancho Way,Petaluma,CA,94954,769000,5,3,2059,5998,38.24689,-122.607014
4711 Acacia Way,Penngrove,CA,94951,945000,3,2.5,2175,65340,38.321641,-122.624535
1994 William Dr,Penngrove,CA,94951,1095000,4,3,2839,49222.8,38.329707,-122.667549
10120 Old Redwood Hwy,Penngrove,CA,94951,1450000,2,1,1238,760122,38.306141,-122.679808
1842 Weiss Ln,Penngrove,CA,94951,1275000,4,3.5,2778,24393.6,38.331423,-122.671843
1729 William Dr,Penngrove,CA,94951,839000,3,2.5,1752,49222.8,38.330659,-122.675338
2301 Curtis Dr,Penngrove,CA,94951,1095000,4,3.5,2035,55756.8,38.333855,-122.660354
